cardno	name	class	title	expansion	kind	rarity	cost	power	hp	type	keywords	ability	illustrator	image_url	url
BP06-069	ドラゴンブレイダー	ドラゴン		ブースターパック第6弾「絶対なる覇者」	フォロワー・エボルヴ	BR		6	6	竜使い		"
【進化時】EXエリアのカード1枚を選ぶ。それを消滅させる。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-069
BP06-070	トライデントマーマン	ドラゴン		ブースターパック第6弾「絶対なる覇者」	フォロワー	BR	5	4	4	海洋		"
ファンファーレ『オルカ』2体を出す。

―――――――――――――――

『オルカ』ドラゴン海洋・フォロワーコスト2攻撃力2/体力2
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-070
BP06-071	ドラゴンシェフ	ドラゴン		ブースターパック第6弾「絶対なる覇者」	フォロワー	BR	3	3	4	竜族・コック		"
ファンファーレ自分のリーダーは体力+2する。自分の場にアミュレットがあるなら、代わりに体力+4する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-071
BP06-072	武力炎翔	ドラゴン		ブースターパック第6弾「絶対なる覇者」	スペル	BR	1			不死鳥		"
自分の場のフォロワー1体を選ぶ。それは攻撃力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-072
BP06-LD		全て エルフ ロイヤル ウィッチ ドラゴン ナイトメア ビショップ ニュートラル	指定なし ウマ娘 プリティーダービー アイドルマスター シンデレラガールズ カードファイト!! ヴァンガード	指定なし EXコラボパック「アイドルマスター シンデレラガールズ」 ブースターパック「新たなる創世」 スターターデッキ「新たなる戦場」 スターターデッキ「燃え尽きぬ炎」 ブースターパック「絶傑の試練」 ブースターパック第14弾「夢幻の饗󠄀宴」 EXコラボパック「ウマ娘 プリティーダービー」 ブースターパック第13弾「暗黒降誕」 ブースターパック第12弾「黒鉄の侵略者」 スペシャルパック「シーサイド・メモリーズ」 ブースターパック第11弾「宿命の弾丸」 コラボスターターデッキ「聖域の騎士団」 コラボスターターデッキ「黙示録の炎」 コラボパック「カードファイト!! ヴァンガード」 DXスターターデッキ「学院に咲く双華」「武なる雷鳴」 ブースターパック第10弾「Gods of the Arcana」 ブースターパック第9弾「光影の二重奏」 ブースターパック第8弾「次元混沌」 ブースターパック第7弾「森羅鋼鉄」 コラボスターターデッキ「Cute」 コラボスターターデッキ「Cool」 コラボスターターデッキ「Passion」 コラボパック「アイドルマスター シンデレラガールズ」 ブースターパック第6弾「絶対なる覇者」 ブースターパック第5弾「永劫なる絶傑」 ブースターパック第4弾「天星神話」 ブースターパック第3弾「FLAME OF LAEVATEINN / フレイム・オブ・レーヴァテイン」 エントリーデッキシャドウバースＦ第1弾「天竜ライト」 エントリーデッキシャドウバースＦ第2弾「真壁スバル」 エントリーデッキシャドウバースＦ第3弾「蜜田川イツキ」 コラボスターターデッキ「出走！ウマ娘！」 コラボパック「ウマ娘 プリティーダービー」 ブースターパック第2弾「黒銀のバハムート」 ブースターパック第1弾「創世の夜明け」 スターターデッキ第1弾「麗しの妖精姫」 スターターデッキ第2弾「怨讐刀鬼」 スターターデッキ第3弾「神秘錬成」 スターターデッキ第4弾「蛇竜の爪牙」 スターターデッキ第5弾「永久なる定め」 スターターデッキ第6弾「穢れし洗礼」 PRカード	全て フォロワー エボルヴ アドバンス スペル アミュレット トークン リーダー EP SEP	全て LG GR SR BR UR SL SP SSP プレミアム	全て 0 1 2 3 4 5 6 7 8+	指定なし 0 1 2 3 4 5 6 7 8 9 10+ ~ 指定なし 0 1 2 3 4 5 6 7 8 9 10+	指定なし 0 1 2 3 4 5 6 7 8 9 10+ ~ 指定なし 0 1 2 3 4 5 6 7 8 9 10+	指定なし BNW かげろう アイドル アクアフォース アナテマ アナテマ・ドラゴニュート アナテマ・先導 アナテマ・魔法使い アルカナ アルカナ・エルフ族 アルカナ・ドラゴニュート アルカナ・信仰 アルカナ・先導 アルカナ・光輝 アルカナ・大神 アルカナ・指揮官 アルカナ・死者 アルカナ・獣 アルカナ・竜使い アルカナ・竜族 アルカナ・精霊 アルカナ・貴族 アルカナ・超克 アルカナ・魔法使い アルカナ・魔法使い・キラー アルカナ・魔法使い・光輝 アルカナ・魔法使い・獣 アルカナ・魔界 アルカナ・魔界・キラー アルカナ・魔界・光輝 ウマ娘 ウマ娘・BNW ウマ娘・メジロ家 エルフ族 エルフ族・キラー エルフ族・プリンセス エルフ族・星神 エルフ族・狩人 エルフ族・狩人・植物族 エルフ族・精霊 オラクルシンクタンク キュート キラー クリスタリア クリスタリア・プリンセス クール コック ゴブリン ゴブリン・プリンセス ゴルゴーン ゴーレム ゴーレム・禁忌 ゴーレム・魔法生物・学院 ゴーレム・魔法生物・禁忌 シャドウパラディン シンガー シンガー・光輝 シンガー・童話・プリンセス ダンサー チェス デレマス デレマス・キュート デレマス・キュート・クール・パッション デレマス・クール デレマス・パッション トレセン学園 ドラゴニュート ドラゴニュート・キラー ドラゴニュート・プリンセス ドラゴニュート・学院 ドラゴニュート・武闘竜人 ドラゴニュート・武闘竜人・キラー ドラゴニュート・海洋 ドラゴニュート・竜族 ドラゴニュート・竜族・武装 パッション ヒーロー プリンス プリンセス プリンセス・童話 ペイルムーン マグナ メイド メイド・貴族 メジロ家 ルミナス レヴィオン ロイヤルパラディン ヴァンガード ヴァンガード・かげろう ヴァンガード・アクアフォース ヴァンガード・オラクルシンクタンク ヴァンガード・シャドウパラディン ヴァンガード・ペイルムーン ヴァンガード・ロイヤルパラディン 不死鳥 不死鳥・星神 乗物 人形 人形・キラー 人形・光輝 人形・植物族 人形・虫族 信仰 信仰・プリンセス 信仰・偶像 信仰・偶像・超克 信仰・偶像・鳥族 信仰・先導 信仰・先導・光輝 信仰・光輝 信仰・星神 信仰・獣 信仰・獣・キラー 信仰・獣・光輝 信仰・童話 信仰・童話・プリンセス 信仰・超克 信仰・鳥族 偶像 偶像・光輝 偶像・童話 偶像・超克 偶像・鳥族 傭兵 傭兵・シンガー 傭兵・獣 傭兵・超克 先導 先導・光輝 先導・狂信 先導・狂信・鳥族 先導・獣 先導・超克 先導・鳥族 光輝 光輝・キラー 光輝・星神 兵士 兵士・ダンサー 兵士・ヒーロー 兵士・メイド 兵士・ルミナス 兵士・レヴィオン 兵士・レヴィオン・獣・キラー 兵士・円卓 兵士・商人 兵士・忍者 兵士・忍者・獣 兵士・星神 兵士・暗殺者 兵士・獣 兵士・獣・レヴィオン 兵士・盗賊 兵士・童話 兵士・超克 円卓 吸血鬼 吸血鬼・キラー 吸血鬼・プリンセス 吸血鬼・プリンセス・キラー 吸血鬼・プリンセス・光輝 吸血鬼・光輝 吸血鬼・獣 商人 土の印 土の印・童話 堕天使 堕天使・キラー 大神 大神・キラー 大神・光輝 大神・星神 大神・獣 大神・超克 大神・魔王 大神・魔王・キラー 天使 天使・光輝 天使・堕天使 天使・大神 天使・獣 天使・超克 妖怪 妖精 妖精・エルフ族 妖精・プリンセス 妖精・プリンセス・キラー 妖精・植物族 妖精・狩人 妖精・獣 妖精・童話 妖精・精霊 学院 学院・キラー 学院・光輝 宴楽 宴楽・エルフ族 宴楽・ドラゴニュート 宴楽・人形・超克 宴楽・傭兵 宴楽・妖精 宴楽・指揮官 宴楽・指揮官・盗賊 宴楽・機械・超克・マグナ 宴楽・死者 宴楽・狂信 宴楽・狂信・偶像 宴楽・狂信・獣 宴楽・狂信・鳥族 宴楽・獣 宴楽・盗賊 宴楽・盗賊・獣 宴楽・盗賊・財宝 宴楽・禁忌 宴楽・竜族 宴楽・魔法使い・禁忌 宴楽・魔法生物・禁忌 宴楽・魔界 宴楽・魔界・獣 巨人 巨人・超克 式神 忍者 悪魔 悪魔・コック 指揮官 指揮官・キラー 指揮官・ヒーロー 指揮官・プリンス 指揮官・プリンセス 指揮官・ルミナス 指揮官・レヴィオン 指揮官・レヴィオン・キラー 指揮官・光輝 指揮官・兵士 指揮官・兵士・レヴィオン 指揮官・円卓 指揮官・商人 指揮官・星神 指揮官・獣 指揮官・盗賊 指揮官・童話 指揮官・童話・キラー 指揮官・童話・光輝 指揮官・貴族 指揮官・超克 挑戦者 挑戦者・ドラゴニュート 挑戦者・信仰 挑戦者・先導 挑戦者・兵士 挑戦者・妖怪 挑戦者・狩人 挑戦者・獣 挑戦者・陰陽師 探偵 星神 星神・プリンセス 暗殺者 暗殺者・忍者 暗殺者・童話 植物族 植物族・プリンセス 植物族・獣 機械 機械・ゴブリン 機械・ゴーレム 機械・信仰 機械・信仰・偶像 機械・信仰・狂信 機械・信仰・狂信・偶像 機械・信仰・超克 機械・傭兵 機械・兵士 機械・吸血鬼 機械・大神 機械・天使 機械・死者 機械・死霊術師 機械・死霊術師・魔界 機械・禁忌 機械・自然・大神 機械・自然・天使 機械・超克 機械・超克・マグナ・キラー 機械・錬金術師 機械・魔法使い 機械・魔法使い・ゴーレム 機械・魔法生物・禁忌 機械・魔界 機械・魔界・吸血鬼 機械・鳥族 武装 武闘竜人 武闘竜人・キラー 死者 死者・キラー 死者・メイド 死者・星神 死者・死霊術師 死霊術師 死霊術師・キラー 死霊術師・プリンセス 死霊術師・魔界 海洋 海洋・星神 海洋・武闘竜人 海洋・超克 狂信 狂信・キラー 狂信・偶像 狂信・先導・光輝 狂信・獣 狂信・獣・キラー 狂信・鳥族 狩人 狩人・獣 狩人・虫族 狩人・超克 獣 獣・キラー 獣・童話 獣・童話・プリンセス 盗賊 禁忌 竜使い 竜使い・キラー 竜使い・ドラゴニュート 竜使い・武闘竜人 竜使い・武闘竜人・キラー 竜使い・海洋 竜族 竜族・キラー 竜族・コック 竜族・人形 竜族・光輝 竜族・武装 竜族・武闘竜人・キラー 竜族・海洋 竜族・童話 童話 精霊 精霊・ダンサー 精霊・巨人 精霊・星神 精霊・植物族 精霊・植物族・キラー 精霊・植物族・光輝 精霊・植物族・獣 精霊・獣 精霊・虫族 絶傑 絶傑・アイドル 絶傑・アイドル・キラー 絶傑・死霊術師 絶傑・死霊術師・キラー 絶傑・狂信 絶傑・狂信・キラー 絶傑・狩人 絶傑・狩人・キラー 絶傑・盗賊 絶傑・盗賊・キラー 絶傑・盗賊・財宝 絶傑・竜族 絶傑・竜族・キラー 絶傑・魔法使い 絶傑・魔法使い・キラー 絶傑・魔界 絶傑・魔界・キラー 自然 自然・エルフ族・獣 自然・コック 自然・ドラゴニュート 自然・ドラゴニュート・キラー 自然・信仰・光輝・獣 自然・傭兵 自然・光輝・獣 自然・兵士・獣 自然・大神 自然・指揮官・プリンセス 自然・指揮官・兵士・獣・プリンセス 自然・指揮官・獣 自然・植物族 自然・獣 自然・盗賊・獣 自然・竜族 自然・竜族・海洋 自然・精霊 荒野 荒野・エルフ族・狩人 荒野・コック 荒野・ゴーレム・魔法生物 荒野・ドラゴニュート 荒野・ドラゴニュート・武闘竜人 荒野・乗物 荒野・乗物・獣 荒野・信仰 荒野・信仰・狂信 荒野・信仰・鳥族 荒野・傭兵 荒野・兵士 荒野・兵士・盗賊 荒野・吸血鬼 荒野・指揮官 荒野・植物族 荒野・死者 荒野・死者・魔界 荒野・死霊術師 荒野・狩人 荒野・狩人・獣 荒野・盗賊 荒野・竜族 荒野・自然 荒野・魔法使い 虫族 財宝 貴族 貴族・ダンサー 貴族・レヴィオン 貴族・商人 超克 超克・キラー 超克・マグナ 超克・光輝 錬金術師 錬金術師・ゴーレム 錬金術師・土の印 錬金術師・星神 錬金術師・禁忌 陰陽師 魔法使い 魔法使い・ゴルゴーン 魔法使い・ゴーレム 魔法使い・ダンサー 魔法使い・チェス 魔法使い・土の印 魔法使い・土の印・星神 魔法使い・学院 魔法使い・学院・プリンセス 魔法使い・学院・プリンセス・キラー 魔法使い・星神 魔法使い・獣 魔法使い・獣・魔法生物 魔法使い・禁忌 魔法使い・童話 魔法使い・超克 魔法使い・錬金術師 魔法使い・魔法生物 魔法使い・魔法生物・学院 魔法生物 魔法生物・獣 魔法生物・禁忌 魔王 魔界 魔界・キラー 魔界・ゴルゴーン 魔界・シンガー 魔界・人形 魔界・吸血鬼 魔界・星神 魔界・死者 魔界・獣 魔界・童話 魔界・超克 鳥族 鳥族・童話		2025.08.22.[Fri]			https://shadowverse-evolve.com/cardlist/?cardno=BP06-LD
BP06-LD02	清き水竜神の巫女	ドラゴン		ブースターパック第6弾「絶対なる覇者」	リーダー	-				-					https://shadowverse-evolve.com/cardlist/?cardno=BP06-LD02
BP07-052	呪われし影・ヴァイディ	ドラゴン		ブースターパック第7弾「森羅鋼鉄」	フォロワー	LG	4	4	4	自然・ドラゴニュート		"
進化コスト2：これは進化する。

進化コスト0：これは進化する。この能力は自分の墓場の自然・カードが10枚以上なら使える。

ファンファーレ自分のデッキの上3枚を見る。その中から、自然・カード1枚を公開して手札に加えてよい。残りを墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-052
BP07-053	呪われし影・ヴァイディ	ドラゴン		ブースターパック第7弾「森羅鋼鉄」	フォロワー・エボルヴ	LG		5	5	自然・ドラゴニュート		"
【進化時】下記から1つチョイスする。【1】相手の場のフォロワー1体を選ぶ。それに4ダメージ。自分のデッキから『影の侵食』1枚を探し、EXエリアに置く。【2】自分の墓場の『影の侵食』1枚を選ぶ。それのコストを0にしてプレイする。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-053
BP07-054	蒼海の主・ネプチューン	ドラゴン		ブースターパック第7弾「森羅鋼鉄」	フォロワー	LG	7	6	6	竜使い・海洋		"
【守護】

ファンファーレ自分のデッキの上5枚を見る。その中から、「これと同名を除く海洋・フォロワー」2枚まで公開して手札に加えてよい。残りを好きな順にデッキの下に置く。自分の手札の元のコスト5以下の海洋・フォロワー1枚を場に出してよい。それは攻撃力+2/体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-054
BP07-055	猛火のティラノサウルス	ドラゴン		ブースターパック第7弾「森羅鋼鉄」	フォロワー	GR	8	6	6	自然・竜族		"
これを自分の手札から捨てたとき、コスト1：相手の場のフォロワー1体を選ぶ。それに3ダメージ。

起動場の『ナテラの大樹』1つを消滅：相手の場のフォロワーすべてに3ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-055
BP07-056	華麗なる竜人・マリオン	ドラゴン		ブースターパック第7弾「森羅鋼鉄」	フォロワー	GR	1	2	2	ドラゴニュート		"
進化コスト1：これは進化する。

ファンファーレ【覚醒】状態なら、自分のデッキの上3枚を見る。その中から、ドラゴンフォロワー1枚をEXエリアに置いてよい。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-056
BP07-057	華麗なる竜人・マリオン	ドラゴン		ブースターパック第7弾「森羅鋼鉄」	フォロワー・エボルヴ	GR		2	2	ドラゴニュート		"
【進化時】自分の場の他のドラゴンフォロワー1体か自分のEXエリアのドラゴンフォロワー1枚を選ぶ。それは攻撃力+1/体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-057
BP07-058	影の侵食	ドラゴン		ブースターパック第7弾「森羅鋼鉄」	スペル	GR	3			自然・ドラゴニュート		"
自分のエンドフェイズが来たとき、これがEXエリアにあるなら、相手のリーダーすべてに「自分の墓場の自然・カード」5枚につき1ダメージ。

----------

これはEXエリアからプレイできない。

相手の場のフォロワー1体を選ぶ。それに4ダメージ。自分の場に『呪われし影・ヴァイディ』がいるなら、これをEXエリアに置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-058
BP07-059	バブルマーメイド	ドラゴン		ブースターパック第7弾「森羅鋼鉄」	フォロワー	SR	2	2	3	海洋		"
ファンファーレ自分のリーダーは体力+Xする。Xは「自分の場の海洋・フォロワーの数」である。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-059
BP07-060	霧氷のトリケラトプス	ドラゴン		ブースターパック第7弾「森羅鋼鉄」	フォロワー	SR	4	3	3	自然・竜族		"
進化コスト1：これは進化する。

ファンファーレ場の『ナテラの大樹』1つを消滅：これは攻撃力+2/体力+2する。

ラストワード『ナテラの大樹』1つを出す。

―――――――――――――――

『ナテラの大樹』ニュートラル自然・アミュレットコスト1これが場を離れたとき、1枚引く。自分の手札1枚を捨てる。起動コスト1：これを墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-060
BP07-061	霧氷のトリケラトプス	ドラゴン		ブースターパック第7弾「森羅鋼鉄」	フォロワー・エボルヴ	SR		4	4	自然・竜族		"
【進化時】相手の場のフォロワー1体を選ぶ。それに3ダメージ。

ラストワード『ナテラの大樹』1つを出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-061
BP07-062	旋風のプテラノドン	ドラゴン		ブースターパック第7弾「森羅鋼鉄」	フォロワー	SR	3	3	2	自然・竜族		"
ファンファーレ場の『ナテラの大樹』1つを消滅：自分のPP最大値を+1する。

ラストワード『ナテラの大樹』1つを出す。

―――――――――――――――

『ナテラの大樹』ニュートラル自然・アミュレットコスト1これが場を離れたとき、1枚引く。自分の手札1枚を捨てる。起動コスト1：これを墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-062
BP07-063	ニードルドラゴニュート	ドラゴン		ブースターパック第7弾「森羅鋼鉄」	フォロワー	BR	3	2	4	ドラゴニュート		"
自分の場のドラゴニュート・フォロワーが攻撃したとき、相手のリーダーすべてに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-063
BP07-064	雷電のヴェロキラプトル	ドラゴン		ブースターパック第7弾「森羅鋼鉄」	フォロワー	BR	2	3	2	自然・竜族		"
ファンファーレ『ナテラの大樹』1つを出す。【覚醒】状態なら、代わりに2つまで。これは【突進】を持つ。

―――――――――――――――

『ナテラの大樹』ニュートラル自然・アミュレットコスト1これが場を離れたとき、1枚引く。自分の手札1枚を捨てる。起動コスト1：これを墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-064
BP07-065	慈愛の竜戦士	ドラゴン		ブースターパック第7弾「森羅鋼鉄」	フォロワー	BR	2	2	2	竜使い		"
進化コスト2：これは進化する。

ファンファーレ【覚醒】状態なら、相手の場のフォロワー1体を選ぶ。それに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-065
BP07-066	慈愛の竜戦士	ドラゴン		ブースターパック第7弾「森羅鋼鉄」	フォロワー・エボルヴ	BR		3	3	竜使い		"
【進化時】自分の墓場の元のコスト3以下のドラゴンフォロワー1枚を選ぶ。それを場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-066
BP07-067	爆弾フグ	ドラゴン		ブースターパック第7弾「森羅鋼鉄」	フォロワー	BR	2	3	2	海洋		"
起動コスト2これを墓場に置く：場のフォロワーすべてと自分のリーダーに3ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-067
BP07-068	ワイルド・マナ	ドラゴン		ブースターパック第7弾「森羅鋼鉄」	スペル	BR	1			自然		"
『ナテラの大樹』1つを出す。【覚醒】状態なら、代わりに3つまで。

―――――――――――――――

『ナテラの大樹』ニュートラル自然・アミュレットコスト1これが場を離れたとき、1枚引く。自分の手札1枚を捨てる。起動コスト1：これを墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-068
BP07-LD02	黒翼覇道・フォルテ	ドラゴン		ブースターパック第7弾「森羅鋼鉄」	リーダー	-				-					https://shadowverse-evolve.com/cardlist/?cardno=BP07-LD02
BP08-052	憤怒の竜帝・乙姫	ドラゴン		ブースターパック第8弾「次元混沌」	フォロワー	LG	4	2	4	ドラゴニュート・海洋		"
自分のターン中、自分の他のドラゴンフォロワーが場から墓場に置かれたとき、相手のリーダー1人か相手の場のフォロワー1体を選ぶ。それに1ダメージ。

ファンファーレ『竜帝の近衛兵』1体を出す。【覚醒】状態なら、代わりに3体。

―――――――――――――――

『竜帝の近衛兵』ドラゴン海洋・フォロワーコスト1攻撃力2/体力1【突進】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-052
BP08-053	アジ・ダハーカ	ドラゴン		ブースターパック第8弾「次元混沌」	フォロワー	LG	6	5	6	竜族		"
進化コスト2：これは進化する。

ファンファーレエボルヴデッキの裏向きのエボルヴフォロワー3枚を表向きにする：相手の場のフォロワー1体を選ぶ。それを破壊する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-053
BP08-054	アジ・ダハーカ	ドラゴン		ブースターパック第8弾「次元混沌」	フォロワー・エボルヴ	LG		7	8	竜族		"
【疾走】

【攻撃時】自分のエボルヴデッキの表向きのエボルヴフォロワーが5枚以上なら、自分のリーダーは体力+3する。自分のエボルヴデッキの表向きのエボルヴフォロワーが8枚以上なら、相手のリーダーすべてに3ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-054
BP08-055	アンネローゼ	ドラゴン		ブースターパック第8弾「次元混沌」	フォロワー	GR	2	2	2	ドラゴニュート・プリンセス		"
進化コスト1：これは進化する。

ファンファーレ【覚醒】状態なら、自分のデッキの上3枚を見る。その中から、ドラゴニュート・カード1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-055
BP08-056	アンネローゼ	ドラゴン		ブースターパック第8弾「次元混沌」	フォロワー・エボルヴ	GR		3	3	ドラゴニュート・プリンセス		"
【進化時】相手の場のフォロワー1体を選ぶ。それに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-056
BP08-057	ウロボロス	ドラゴン		ブースターパック第8弾「次元混沌」	フォロワー	GR	7	8	4	竜族		"
ファンファーレ相手の場のフォロワー1体を選ぶ。それに5ダメージ。自分のリーダーは体力+5する。

ラストワード手札2枚を捨てる：これをEXエリアに置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-057
BP08-058	力の鍛造	ドラゴン		ブースターパック第8弾「次元混沌」	スペル	GR	1			竜族・キラー		"
相手の場のフォロワー1体と自分の場か自分のEXエリアのフォロワー1枚を選ぶ。前者に「後者の攻撃力」と同じダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-058
BP08-059	エンパイアドラグーン・エリオス	ドラゴン		ブースターパック第8弾「次元混沌」	フォロワー	SR	3	2	4	竜使い		"
進化コスト3：これは進化する。

【守護】

これがダメージを受けたとき、これと自分のリーダーは体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-059
BP08-060	エンパイアドラグーン・エリオス	ドラゴン		ブースターパック第8弾「次元混沌」	フォロワー・エボルヴ	SR		4	6	竜使い		"
【疾走】【守護】

これがダメージを受けたとき、これと自分のリーダーは体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-060
BP08-061	精霊竜姫	ドラゴン		ブースターパック第8弾「次元混沌」	フォロワー	SR	3	3	3	ドラゴニュート・プリンセス		"
ファンファーレ自分のデッキの上5枚を見る。その中から、竜族・フォロワー1枚をEXエリアに置いてよい。残りを好きな順にデッキの下に置く。【覚醒】状態なら、このターン、それをプレイする際、コストを-3する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-061
BP08-062	忌まわしき紫竜	ドラゴン		ブースターパック第8弾「次元混沌」	フォロワー	SR	4	4	4	竜族		"
自分のターンごとに1回、これがダメージを受けたとき、2枚引く。

ファンファーレ【覚醒】状態なら、これは攻撃力+1/体力+1して、【突進】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-062
BP08-063	侮蔑の狂信者	ドラゴン		ブースターパック第8弾「次元混沌」	フォロワー	BR	2	2	2	絶傑・竜族・キラー		"
自分のターン中、これが能力によるダメージを受けたとき、相手のリーダーすべてに1ダメージ。

ファンファーレ場のフォロワーすべてに1ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-063
BP08-064	正義のドラグーン	ドラゴン		ブースターパック第8弾「次元混沌」	フォロワー	BR	3	3	4	竜使い		"
ファンファーレ【覚醒】状態なら、下記から1つチョイスする。【1】相手の場のフォロワー1体を選ぶ。それに4ダメージ。【2】相手の場のフォロワーすべてに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-064
BP08-065	岩食い竜	ドラゴン		ブースターパック第8弾「次元混沌」	フォロワー	BR	6	4	6	竜族		"
進化コスト1：これは進化する。

ファンファーレ自分のデッキの上2枚を墓場に置く。自分の墓場に「ドラゴンでないカード」があるなら、自分のリーダーは体力+2する。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-065
BP08-066	岩食い竜	ドラゴン		ブースターパック第8弾「次元混沌」	フォロワー・エボルヴ	BR		5	7	竜族		"
【攻撃時】墓場のカード5枚を消滅：これは攻撃力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-066
BP08-067	マリオネットドラゴン	ドラゴン		ブースターパック第8弾「次元混沌」	フォロワー	BR	3	7	7	竜族・人形		"
【突進】

自分のエンドフェイズが来たとき、これを破壊する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-067
BP08-068	侮蔑の嘲笑	ドラゴン		ブースターパック第8弾「次元混沌」	スペル	BR	1			絶傑・竜族		"
自分の場に『侮蔑の絶傑・ガルミーユ』が出たとき、墓場のこれを消滅：自分の場のフォロワー1体を選ぶ。それに1ダメージ。

-----------

場のフォロワー1体を選ぶ。それに1ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-068
BP08-LD03	万華の鳳凰・ほーちゃん	ドラゴン		ブースターパック第8弾「次元混沌」	リーダー	-				-					https://shadowverse-evolve.com/cardlist/?cardno=BP08-LD03
BP08-T03	竜帝の近衛兵	ドラゴン		ブースターパック第8弾「次元混沌」	フォロワー・トークン	-	1	2	1	海洋		"
【突進】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-T03
BP09-052	ドラゴニックメイル・ギルヴァ	ドラゴン		ブースターパック第9弾「光影の二重奏」	フォロワー	LG	5	5	5	竜使い		"
進化コスト1：これは進化する。

自分のエンドフェイズが来たとき、場の他のフォロワーすべてに5ダメージ。1枚引く。

ファンファーレ自分の手札すべてを捨てる。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-052
BP09-053	ドラゴニックメイル・ギルヴァ	ドラゴン		ブースターパック第9弾「光影の二重奏」	フォロワー・エボルヴ	LG		5	5	竜使い		"
自分のエンドフェイズが来たとき、場の他のフォロワーすべてと相手のリーダーすべてに5ダメージ。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-053
BP09-054	竜の炎・ジルニトラ	ドラゴン		ブースターパック第9弾「光影の二重奏」	フォロワー	LG	6	3	4	ドラゴニュート・竜族		"
これをプレイする際、場の「カード名に『ジルニトラ』を含むフォロワー」1体を墓場に置く：コストを-3する。

これがいる限り、自分の場の竜族・トークンすべては【疾走】を持つ。

ファンファーレ『ドラゴン』1体を出す。X枚引く。Xは「自分の場の竜族・トークンの数」である。

―――――――――――――――

『ドラゴン』ドラゴン竜族・フォロワーコスト4攻撃力5/体力5
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-054
BP09-055	リントヴルム	ドラゴン		ブースターパック第9弾「光影の二重奏」	フォロワー	GR	10	10	10	竜族		"
進化コスト5：これは『聖竜・リントヴルム』か『邪竜・リントヴルム』に進化する。

ファンファーレ自分のPPを「自分の墓場のドラゴンスペルの枚数」と同じだけ回復する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-055
BP09-056	聖竜・リントヴルム	ドラゴン		ブースターパック第9弾「光影の二重奏」	フォロワー・エボルヴ	GR		10	10	竜族・光輝 / 竜族・キラー		"
【守護】

自分のエンドフェイズが来たとき、自分のリーダーは体力+6する。3枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-056
