cardno	name	class	title	expansion	kind	rarity	cost	power	hp	type	keywords	ability	illustrator	image_url	url
BP05-070	沈黙の絶傑・ルルナイ	ナイトメア		ブースターパック第5弾「永劫なる絶傑」	フォロワー	LG	3	3	3	絶傑・死霊術師		"
進化コスト1：これは進化する。

これがいる限り、相手がスペルをプレイする際、コストを+1する。

ファンファーレ【ネクロチャージ_10】元のコスト3以下の相手の場のフォロワー1体を選ぶ。それを破壊する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-070
BP05-071	沈黙の絶傑・ルルナイ	ナイトメア		ブースターパック第5弾「永劫なる絶傑」	フォロワー・エボルヴ	LG		4	4	絶傑・死霊術師		"
これがいる限り、相手がスペルをプレイする際、コストを+1する。

【進化時】相手プレイヤーすべては、自身の手札をランダムに1枚捨てる。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-071
BP05-072	欲望の使徒	ナイトメア		ブースターパック第5弾「永劫なる絶傑」	フォロワー	GR	4	4	4	絶傑・魔界		"
自分の場に他の魔界・フォロワーが出たとき、自分のリーダーは体力+1する。

起動これをアクトリーダーの体力-1：自分の墓場の元のコスト2以下のフォロワー1枚を選ぶ。それを場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-072
BP05-073	沈黙の使徒	ナイトメア		ブースターパック第5弾「永劫なる絶傑」	フォロワー	GR	4	4	4	絶傑・死霊術師		"
進化コスト1：これは進化する。

自分のエンドフェイズが来たとき、相手のリーダー1人を選ぶ。それのプレイヤーの手札が3枚以下なら、それに3ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-073
BP05-074	沈黙の使徒	ナイトメア		ブースターパック第5弾「永劫なる絶傑」	フォロワー・エボルヴ	GR		5	5	絶傑・死霊術師		"
自分のエンドフェイズが来たとき、相手のリーダー1人を選ぶ。それのプレイヤーの手札が3枚以下なら、それに3ダメージ。

【進化時】相手の場のフォロワー1体を選ぶ。それに3ダメージ。それのプレイヤーの手札が3枚以下なら、代わりに破壊する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-074
BP05-075	欲望の信者	ナイトメア		ブースターパック第5弾「永劫なる絶傑」	フォロワー	GR	1	1	1	絶傑・魔界		"
【攻撃時】リーダーすべてに1ダメージ。

ファンファーレリーダーすべてに1ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-075
BP05-076	仮面人形	ナイトメア		ブースターパック第5弾「永劫なる絶傑」	フォロワー	SR	3	2	3	魔界・人形		"
進化コスト1：これは進化する。

自分のターン中、自分のフォロワーが場から墓場に置かれたとき、これは攻撃力+1する。

ファンファーレ『操り人形』1枚をEXエリアに置く。

―――――――――――――――

『操り人形』ニュートラル人形・フォロワーコスト1攻撃力1/体力1【突進】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-076
BP05-077	仮面人形	ナイトメア		ブースターパック第5弾「永劫なる絶傑」	フォロワー・エボルヴ	SR		3	4	魔界・人形		"
自分のターン中、自分のフォロワーが場から墓場に置かれたとき、これは攻撃力+1する。

【進化時】『操り人形』2体を出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-077
BP05-078	欲望の翼	ナイトメア		ブースターパック第5弾「永劫なる絶傑」	スペル	SR	1			絶傑・魔界		"
下記から2つまでチョイスする。【1】自分の場のフォロワー1体を選ぶ。それは【突進】を持つ。自分のリーダーに1ダメージ。【2】相手の場のフォロワー1体を選ぶ。それに2ダメージ。自分のリーダーに1ダメージ。【3】自分のリーダーに1ダメージ。1枚引く。自分の手札1枚を捨てる。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-078
BP05-079	沈黙の粛清	ナイトメア		ブースターパック第5弾「永劫なる絶傑」	スペル	SR	4			絶傑・死霊術師		"
相手の場のフォロワー1体を選ぶ。それを破壊する。それのプレイヤーは、自身の手札をランダムに1枚捨てる。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-079
BP05-080	欲望の従者	ナイトメア		ブースターパック第5弾「永劫なる絶傑」	フォロワー	BR	2	3	1	絶傑・魔界		"
進化コスト1：これは進化する。

ファンファーレ自分のリーダーに1ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-080
BP05-081	欲望の従者	ナイトメア		ブースターパック第5弾「永劫なる絶傑」	フォロワー・エボルヴ	BR		4	2	絶傑・魔界		"
【進化時】リーダーの体力-1：相手の場のフォロワー1体を選ぶ。それに「このターン中に自分のリーダーの体力が減少した回数」と同じダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-081
BP05-082	沈黙の従者	ナイトメア		ブースターパック第5弾「永劫なる絶傑」	フォロワー	BR	2	2	3	絶傑・死霊術師		"
相手プレイヤーが手札1枚を捨てたとき、それのリーダーに2ダメージ。自分のデッキの上2枚を墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-082
BP05-083	ハーメルン	ナイトメア		ブースターパック第5弾「永劫なる絶傑」	フォロワー	BR	2	3	2	魔界・超克		"
ファンファーレ自分のEXエリアのトークン・カード1枚を選ぶ。それと同名のカード1枚をEXエリアに置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-083
BP05-084	抱擁の翼	ナイトメア		ブースターパック第5弾「永劫なる絶傑」	スペル	BR	3			絶傑・魔界		"
相手の場のフォロワー1体を選ぶ。それを破壊する。自分のリーダーに2ダメージ。自分の墓場の『欲望の絶傑・ヴァーナレク』1枚まで選ぶ。それを手札に加える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-084
BP05-085	轟	ナイトメア		ブースターパック第5弾「永劫なる絶傑」	スペル	BR	2			絶傑・死霊術師		"
下記から1つチョイスする。【ネクロチャージ_10】代わりに2つまで。

【1】相手プレイヤーすべては、自身の手札をランダムに1枚捨てる。【2】相手の場のフォロワー1体を選ぶ。それに3ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-085
BP05-LD05	冥宴の祝犬・ケルベロス	ナイトメア		ブースターパック第5弾「永劫なる絶傑」	リーダー	-				-					https://shadowverse-evolve.com/cardlist/?cardno=BP05-LD05
BP06-073	大妖狐・ギンセツ	ナイトメア		ブースターパック第6弾「絶対なる覇者」	フォロワー	LG	6	1	5	挑戦者・妖怪		"
進化コスト1：これは進化する。

ファンファーレ『一ツ尾狐』5枚をEXエリアに置く。

―――――――――――――――

『一ツ尾狐』ナイトメア妖怪・フォロワーコスト2攻撃力1/体力3【突進】【守護】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-073
BP06-074	大妖狐・ギンセツ	ナイトメア		ブースターパック第6弾「絶対なる覇者」	フォロワー・エボルヴ	LG		1	9	挑戦者・妖怪		"
これがいる限り、自分が妖怪・フォロワーをプレイする際、コストを-2する。

これがいる限り、自分の場の妖怪・フォロワーが与えるダメージを+1する。

自分の妖怪・フォロワーが場を離れたとき、これは攻撃力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-074
BP06-075	ウールヴヘジン・アラガヴィ	ナイトメア		ブースターパック第6弾「絶対なる覇者」	フォロワー	LG	3	4	3	挑戦者・獣		"
自分のエンドフェイズが来たとき、【真紅】状態なら、相手のリーダー1人か相手の場のフォロワー1体を選ぶ。それに3ダメージ。

ファンファーレコスト5：場の他のフォロワーすべてに5ダメージ。これは攻撃力+2/体力+2して、【疾走】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-075
BP06-076	酒呑童子	ナイトメア		ブースターパック第6弾「絶対なる覇者」	フォロワー	GR	3	1	4	妖怪		"
進化コスト1：これは進化する。

【必殺】

ファンファーレ墓場の妖怪・カード2枚を消滅：これは進化する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-076
BP06-077	酒呑童子	ナイトメア		ブースターパック第6弾「絶対なる覇者」	フォロワー・エボルヴ	GR		2	5	妖怪		"
【疾走】【必殺】

【進化時】自分の場の他の妖怪・フォロワー1体を選ぶ。それは【疾走】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-077
BP06-078	ベアーベルセルク	ナイトメア		ブースターパック第6弾「絶対なる覇者」	フォロワー	GR	4	5	4	獣		"
【突進】

【攻撃時】リーダーすべてに1ダメージ。

ラストワード自分のリーダーは体力+4する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-078
BP06-079	仁義の悪魔・ユヅキ	ナイトメア		ブースターパック第6弾「絶対なる覇者」	フォロワー	GR	6	5	5	魔界		"
【必殺】

ファンファーレ相手プレイヤーすべては、自身の場のフォロワー1体を墓場に置く。【ネクロチャージ_10】代わりに2体。

起動コスト3手札のこれを捨てる：相手の場のフォロワー1体を選ぶ。それに5ダメージ。自分のデッキの上1枚を墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-079
BP06-080	火車	ナイトメア		ブースターパック第6弾「絶対なる覇者」	フォロワー	SR	2	3	1	妖怪		"
ファンファーレ下記から1つチョイスする。【1】相手の場のフォロワー1体を選ぶ。それに1ダメージ。自分のデッキの上1枚を墓場に置く。【2】自分の墓場の「これと同名を除く妖怪・フォロワー」1枚を選ぶ。それを手札に加える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-080
BP06-081	クーガークローガール	ナイトメア		ブースターパック第6弾「絶対なる覇者」	フォロワー	SR	3	3	2	獣		"
進化コスト1：これは進化する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-081
BP06-082	クーガークローガール	ナイトメア		ブースターパック第6弾「絶対なる覇者」	フォロワー・エボルヴ	SR		4	3	獣		"
【進化時】自分のデッキから『クーガークローガール』1枚を探し、アクト状態で場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-082
BP06-083	悪夢の始まり	ナイトメア		ブースターパック第6弾「絶対なる覇者」	スペル	SR	4			吸血鬼		"
これをプレイする際、自分の場に吸血鬼・カードがあるなら、コストを-1する。

『フォレストバット』3体を出す。2枚引く。

―――――――――――――――

『フォレストバット』ナイトメア吸血鬼・フォロワーコスト1攻撃力1/体力1
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-083
BP06-084	座敷童	ナイトメア		ブースターパック第6弾「絶対なる覇者」	フォロワー	BR	2	2	2	妖怪		"
進化コスト1：これは進化する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-084
BP06-085	座敷童	ナイトメア		ブースターパック第6弾「絶対なる覇者」	フォロワー・エボルヴ	BR		3	3	妖怪		"
【進化時】手札の妖怪・カード1枚を捨てる：自分のリーダーは体力+1する。2枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-085
BP06-086	アンテロープウォーリアー	ナイトメア		ブースターパック第6弾「絶対なる覇者」	フォロワー	BR	2	3	3	獣		"
自分のメインフェイズが来たとき、自分のリーダーに1ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-086
BP06-087	夢魔の新参	ナイトメア		ブースターパック第6弾「絶対なる覇者」	フォロワー	BR	2	1	1	魔界・吸血鬼		"
ファンファーレラストワード『フォレストバット』1体を出す。

―――――――――――――――

『フォレストバット』ナイトメア吸血鬼・フォロワーコスト1攻撃力1/体力1
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-087
BP06-088	百鬼夜行	ナイトメア		ブースターパック第6弾「絶対なる覇者」	スペル	BR	1			妖怪		"
自分のデッキの上5枚を見る。その中から、妖怪・フォロワー1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-088
BP06-089	狂奔の毛皮	ナイトメア		ブースターパック第6弾「絶対なる覇者」	アミュレット	BR	2			獣		"
自分のターンごとに1回、自分のリーダーの体力が減少したとき、自分の場のフォロワー1体を選ぶ。それは攻撃力+1/体力+1する。

起動これをアクト墓場に置く：自分のリーダーは体力+2する。この能力は自分のリーダーの体力10以下なら使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-089
BP06-T03	一ツ尾狐	ナイトメア		ブースターパック第6弾「絶対なる覇者」	フォロワー・トークン	-	2	1	3	妖怪		"
【突進】【守護】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-T03
BP07-069	真紅の抗戦者・モノ	ナイトメア		ブースターパック第7弾「森羅鋼鉄」	フォロワー	LG	2	3	2	機械・魔界		"
進化コスト1：これは進化する。この能力は自分の場の機械・フォロワーが5体なら使える。

起動墓場の機械・カード2枚を消滅：『プロダクトマシーン』1体を出す。この能力は1ターンに1回使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-069
BP07-070	真紅の抗戦者・モノ	ナイトメア		ブースターパック第7弾「森羅鋼鉄」	フォロワー・エボルヴ	LG		5	4	機械・魔界		"
【疾走】

起動コスト2墓場の『ファースト・ワン』1枚を消滅：自分の場の機械・フォロワーすべては攻撃力+2/体力+2して、【突進】を持つ。この能力は1ターンに1回使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-070
BP07-071	クドラク	ナイトメア		ブースターパック第7弾「森羅鋼鉄」	フォロワー	LG	7	4	6	吸血鬼		"
ファンファーレ自分の墓場の吸血鬼・カードを元のコストの合計が6以下になるように2枚まで選ぶ。それをEXエリアに置く。このターン、それをプレイする際、コストを0にする。

起動これをアクト：相手の場のフォロワー1体を選ぶ。それに「自分の場の吸血鬼・カードの枚数」と同じダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-071
BP07-072	紫紺の抵抗者・エンネア	ナイトメア		ブースターパック第7弾「森羅鋼鉄」	フォロワー	GR	4	2	2	機械・魔界		"
ファンファーレ自分のデッキから元のコスト3以下の機械・フォロワー1枚を探し、場に出す。

ラストワード自分のリーダーは体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-072
BP07-073	バロン・ダブルフィール	ナイトメア		ブースターパック第7弾「森羅鋼鉄」	フォロワー	GR	2	2	2	魔界		"
進化コスト1：これは進化する。

ファンファーレ自分のデッキの上1枚を墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-073
BP07-074	バロン・ダブルフィール	ナイトメア		ブースターパック第7弾「森羅鋼鉄」	フォロワー・エボルヴ	GR		3	3	魔界		"
【進化時】相手の場のフォロワー1体を選ぶ。それに2ダメージ。【ネクロチャージ_10】代わりに4ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-074
BP07-075	ファースト・ワン	ナイトメア		ブースターパック第7弾「森羅鋼鉄」	スペル	GR	1			機械・魔界		"
下記から1つチョイスする。【1】自分の墓場の機械・フォロワー1枚を選ぶ。それを手札に加える。【2】自分の墓場の『真紅の抗戦者・モノ』1枚を選ぶ。それを場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-075
BP07-076	禁絶の腕・ニコラ	ナイトメア		ブースターパック第7弾「森羅鋼鉄」	フォロワー	SR	3	3	3	機械・死者		"
進化コスト1：これは進化する。

ファンファーレ自分のデッキの上2枚を墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-076
BP07-077	禁絶の腕・ニコラ	ナイトメア		ブースターパック第7弾「森羅鋼鉄」	フォロワー・エボルヴ	SR		4	4	機械・死者		"
【進化時】自分の墓場の元のコスト2以下の機械・カード1枚を選ぶ。それをEXエリアに置く。このターン、それをプレイする際、コストを-2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-077
BP07-078	獄炎のデーモン	ナイトメア		ブースターパック第7弾「森羅鋼鉄」	フォロワー	SR	2	2	3	魔界		"
ファンファーレ手札1枚を捨てる：自分のデッキの上1枚をEXエリアに置く。EXエリアに置いたカードがフォロワーなら、それは攻撃力+1/体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-078
BP07-079	禁絶の一撃	ナイトメア		ブースターパック第7弾「森羅鋼鉄」	スペル	SR	2			機械・死者		"
相手の場のフォロワー1体を選ぶ。それに4ダメージ。自分の場に『禁絶の腕・ニコラ』がいるなら、代わりに6ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-079
BP07-080	メカニカルゾンビ	ナイトメア		ブースターパック第7弾「森羅鋼鉄」	フォロワー	BR	4	2	5	機械・死者		"
【指定攻撃】【必殺】

自分の場に他の機械・フォロワーがいる限り、これは【突進】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-080
BP07-081	ボーンドローン	ナイトメア		ブースターパック第7弾「森羅鋼鉄」	フォロワー	BR	2	2	2	機械・死者		"
ラストワード『プロダクトマシーン』1体を出す。

―――――――――――――――

『プロダクトマシーン』ニュートラル機械・フォロワーコスト1攻撃力1/体力1起動これをアクト場の機械・フォロワー3体を墓場に置く：相手の場のフォロワー1体を選ぶ。それに5ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-081
BP07-082	バーサークデーモン	ナイトメア		ブースターパック第7弾「森羅鋼鉄」	フォロワー	BR	4	6	6	魔界		"
進化コスト3：これは進化する。

ファンファーレ自分のリーダーに3ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-082
BP07-083	バーサークデーモン	ナイトメア		ブースターパック第7弾「森羅鋼鉄」	フォロワー・エボルヴ	BR		8	8	魔界		"
【進化時】相手の場のフォロワー2体まで選ぶ。それを破壊する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-083
BP07-084	ゴーストライター	ナイトメア		ブースターパック第7弾「森羅鋼鉄」	フォロワー	BR	2	2	3	死者		"
自分の場のフォロワーが進化したとき、『ゴースト』2体を出す。

起動これをアクト：自分の場の『ゴースト』1体を選ぶ。それは【必殺】を持つ。

―――――――――――――――

『ゴースト』ナイトメア死者・フォロワーコスト1攻撃力1/体力1【疾走】自分のエンドフェイズが来たとき、これは消滅する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-084
BP07-085	ブラッド・コア	ナイトメア		ブースターパック第7弾「森羅鋼鉄」	アミュレット	BR	1			機械		"
ファンファーレ自分のデッキの上2枚を見る。その中から、機械・カード1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。

起動これをアクト墓場に置く：『プロダクトマシーン』1枚をEXエリアに置く。この能力は自分の墓場の機械・カードが5枚以上なら使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-085
BP08-069	真紅のローズクイーン	ナイトメア		ブースターパック第8弾「次元混沌」	フォロワー	LG	6	4	4	魔界		"
進化コスト2：これは進化する。

ファンファーレ『薔薇の一撃』1枚をEXエリアに置く。

―――――――――――――――

『薔薇の一撃』エルフ植物族・スペルコスト2相手のリーダー1人か相手の場のフォロワー1体を選ぶ。それに3ダメージ。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-069
BP08-070	真紅のローズクイーン	ナイトメア		ブースターパック第8弾「次元混沌」	フォロワー・エボルヴ	LG		6	6	魔界		"
自分が元のコスト2のカードをプレイしたとき、下記から1つチョイスする。【1】相手の場のフォロワーすべてに2ダメージ。自分のリーダーは体力+2する。【2】相手のリーダーすべてに2ダメージ。

【進化時】自分の手札を公開する。自分のPPを「これによって公開した元のコスト2のカードの枚数」と同じだけ回復する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-070
BP08-071	ネフティス	ナイトメア		ブースターパック第8弾「次元混沌」	フォロワー	LG	7	5	5	死者・死霊術師		"
ファンファーレ自分のデッキの上7枚を見る。その中から、元のコスト6以下のナイトメアフォロワーをカード名が異なるように4枚まで場に出してよい。残りを好きな順にデッキの下に置く。これによって場に出したフォロワーすべてを破壊する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-071
BP08-072	昏く淀む者・タルタロス	ナイトメア		ブースターパック第8弾「次元混沌」	フォロワー	GR	10	7	7	魔界		"
これをプレイする際、自分の墓場の死者・カードが15枚以上なら、コストを-5する。

進化コスト1：これは進化する。

起動コスト1手札のこれをEXエリアに置く：自分のデッキの上2枚を見る。その中から、死者・カード1枚を公開して手札に加えてよい。残りを墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-072
BP08-073	昏く淀む者・タルタロス	ナイトメア		ブースターパック第8弾「次元混沌」	フォロワー・エボルヴ	GR		8	8	魔界		"
【進化時】自分の墓場の死者・フォロワー1枚を選ぶ。それを場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-073
BP08-074	片翼の悪魔・ピユラ	ナイトメア		ブースターパック第8弾「次元混沌」	フォロワー	GR	2	2	3	魔界		"
起動コスト1：自分のデッキの上1枚を公開する。公開したカードが元のコスト2のカードなら、それをEXエリアに置く。このターン、それをプレイする際、コストを-2する。この能力は1ターンに1回使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-074
BP08-075	沈黙の詩	ナイトメア		ブースターパック第8弾「次元混沌」	スペル	GR	2			絶傑・死霊術師		"
自分の墓場の『沈黙の絶傑・ルルナイ』1枚を選ぶ。それを場に出す。【ネクロチャージ_10】相手プレイヤーすべては、自身の手札をランダムに1枚捨てる。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-075
BP08-076	パンプキンヘッド・クリス	ナイトメア		ブースターパック第8弾「次元混沌」	フォロワー	SR	2	2	2	死者		"
進化コスト1：これは進化する。

自分のエンドフェイズが来たとき、【ネクロチャージ_10】自分の場のフォロワー1体を選ぶ。それは攻撃力+1/体力+1して、【守護】を持つ。それをアクトする。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-076
BP08-077	パンプキンヘッド・クリス	ナイトメア		ブースターパック第8弾「次元混沌」	フォロワー・エボルヴ	SR		3	3	死者		"
自分のエンドフェイズが来たとき、【ネクロチャージ_10】自分の場のフォロワー1体を選ぶ。それは攻撃力+1/体力+1して、【守護】を持つ。それをアクトする。

【進化時】自分のデッキの上2枚を墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-077
BP08-078	サロメ	ナイトメア		ブースターパック第8弾「次元混沌」	フォロワー	SR	3	1	2	死霊術師・プリンセス		"
ファンファーレラストワード相手の場のフォロワー1体を選ぶ。それに2ダメージ。自分のリーダーは体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-078
BP08-079	欲望の口付け	ナイトメア		ブースターパック第8弾「次元混沌」	スペル	SR	2			絶傑・魔界		"
自分のリーダーは体力+2する。1枚引く。【真紅】状態なら、代わりに2枚。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-079
BP08-080	アリオーシュ	ナイトメア		ブースターパック第8弾「次元混沌」	フォロワー	BR	6	3	3	魔界		"
【突進】

ラストワード自分の墓場の元のコスト5以下のナイトメアフォロワー1枚を選ぶ。それを場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-080
BP08-081	マミー・メリエン	ナイトメア		ブースターパック第8弾「次元混沌」	フォロワー	BR	3	3	3	死者		"
進化コスト1：これは進化する。

ファンファーレ自分のデッキの上2枚を墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-081
BP08-082	マミー・メリエン	ナイトメア		ブースターパック第8弾「次元混沌」	フォロワー・エボルヴ	BR		4	4	死者		"
【守護】

【ネクロチャージ_7】これは【指定攻撃】を持つ。【NC_15】これは【疾走】【必殺】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-082
BP08-083	沈黙の狂信者	ナイトメア		ブースターパック第8弾「次元混沌」	フォロワー	BR	3	3	1	絶傑・死霊術師・キラー		"
【突進】

自分のターン中、相手プレイヤーが手札を捨てたとき、コスト1：自分の墓場のこれを場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-083
BP08-084	欲望の狂信者	ナイトメア		ブースターパック第8弾「次元混沌」	フォロワー	BR	2	3	2	絶傑・魔界・キラー		"
起動リーダーの体力-1：相手の場のフォロワー1体を選ぶ。それに1ダメージ。この能力は1ターンに2回使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-084
BP08-085	悪意の憑依	ナイトメア		ブースターパック第8弾「次元混沌」	スペル	BR	2			死霊術師		"
相手の場のフォロワー1体を選ぶ。それに3ダメージ。自分の墓場のカード4枚を消滅させてよい。そうしたなら、これを手札に戻す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-085
BP09-069	闇夜の姫・ヴァンピィ	ナイトメア		ブースターパック第9弾「光影の二重奏」	フォロワー	LG	3	3	3	吸血鬼・プリンセス		"
進化コスト1：これは『カインドクイーン・ヴァンピィ』に進化する。

進化コスト3：これは『ブラッドクイーン・ヴァンピィ』に進化する。この能力は自分の墓場の吸血鬼・カードが5枚以上なら使える。

ファンファーレ『フォレストバット』1枚をEXエリアに置く。

―――――――――――――――

『フォレストバット』ナイトメア吸血鬼・フォロワーコスト1攻撃力1/体力1
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-069
BP09-070	カインドクイーン・ヴァンピィ	ナイトメア		ブースターパック第9弾「光影の二重奏」	フォロワー・エボルヴ	LG		4	4	吸血鬼・プリンセス・光輝 / 吸血鬼・プリンセス・キラー		"
これがいる限り、自分が『フォレストバット』をプレイする際、コストを-1する。

自分の場に『フォレストバット』が出たとき、自分のリーダーは体力+1する。

【進化時】1枚引く。自分の手札1枚を捨てる。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-070
BP09-071	幽霊支配人・アーカス	ナイトメア		ブースターパック第9弾「光影の二重奏」	フォロワー	LG	2	5	5	死者・死霊術師		"
これは相手を攻撃できない。

自分のメインフェイズが来たとき、【ネクロチャージ_10】『ゴースト』1体を出す。

起動場の他のフォロワー1体を墓場に置く：下記から1つチョイスする。この能力は1ターンに1回使える。【1】1枚引く。【2】『ゴースト』2体を出す。【3】自分のデッキの上2枚を墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-071
BP09-072	血統の王	ナイトメア		ブースターパック第9弾「光影の二重奏」	フォロワー	GR	4	2	4	吸血鬼		"
進化コスト1：これは進化する。

これがいる限り、自分の場の『フォレストバット』すべては【突進】【指定攻撃】を持つ。

ファンファーレ『フォレストバット』2体を出す。

―――――――――――――――

『フォレストバット』ナイトメア吸血鬼・フォロワーコスト1攻撃力1/体力1
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-072
BP09-073	血統の王	ナイトメア		ブースターパック第9弾「光影の二重奏」	フォロワー・エボルヴ	GR		3	5	吸血鬼		"
これがいる限り、自分の場の『フォレストバット』すべては【突進】【指定攻撃】を持つ。

【進化時】自分の場の『フォレストバット』すべては攻撃力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-073
BP09-074	闇喰らいの蝙蝠	ナイトメア		ブースターパック第9弾「光影の二重奏」	フォロワー	GR	6	4	4	吸血鬼・獣		"
ファンファーレ相手の場のフォロワー1体を選ぶ。それとそれのリーダーに4ダメージ。【真紅】状態なら、自分のPPを3回復する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-074
BP09-075	眷属への贈り物	ナイトメア		ブースターパック第9弾「光影の二重奏」	スペル	GR	2			吸血鬼・プリンセス		"
これをプレイする際、自分の墓場の吸血鬼・カードが5枚以上なら、コストを-2する。

『フォレストバット』2体を出す。自分の墓場に「カード名に『ヴァンピィ』を含むフォロワー」があるなら、1枚引く。

―――――――――――――――

『フォレストバット』ナイトメア吸血鬼・フォロワーコスト1攻撃力1/体力1
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-075
BP09-076	ビッグソウルハンター	ナイトメア		ブースターパック第9弾「光影の二重奏」	フォロワー	SR	4	3	4	死霊術師・キラー		"
進化コスト1：これは進化する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-076
BP09-077	ビッグソウルハンター	ナイトメア		ブースターパック第9弾「光影の二重奏」	フォロワー・エボルヴ	SR		4	5	死霊術師・キラー		"
【進化時】相手プレイヤーすべては、攻撃力最大の自身の場のフォロワー1体を墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-077
