cardno	name	class	title	expansion	kind	rarity	cost	power	hp	type	keywords	ability	illustrator	image_url	url
BP06-047	大紅蓮	ウィッチ		ブースターパック第6弾「絶対なる覇者」	スペル	SR	7			魔法使い		"
これをプレイする際、【スペルチェイン_10】コストを-2する。

相手の場のフォロワーすべてに6ダメージ。相手のリーダーすべてに3ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-047
BP06-048	符術の門弟	ウィッチ		ブースターパック第6弾「絶対なる覇者」	フォロワー	BR	1	1	1	陰陽師		"
ラストワード自分のデッキから『式神の使役』1枚を探し、手札に加える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-048
BP06-049	マジカルラット	ウィッチ		ブースターパック第6弾「絶対なる覇者」	フォロワー	BR	2	2	2	魔法生物		"
進化コスト1：これは進化する。

ファンファーレコスト2：自分のデッキから『マジカルラット』1枚を探し、場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-049
BP06-050	マジカルラット	ウィッチ		ブースターパック第6弾「絶対なる覇者」	フォロワー・エボルヴ	BR		3	3	魔法生物		"
【進化時】相手の場のフォロワー1体を選ぶ。それに「自分の場の『マジカルラット』の数」の2倍のダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-050
BP06-051	インパルスアルケミスト	ウィッチ		ブースターパック第6弾「絶対なる覇者」	フォロワー	BR	2	2	3	錬金術師		"
ファンファーレラストワード『大地の魔片』1つを出す。

―――――――――――――――

『大地の魔片』ウィッチ土の印・アミュレットコスト1【スタック】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-051
BP06-052	ゴーレムの暴走	ウィッチ		ブースターパック第6弾「絶対なる覇者」	スペル	BR	2			ゴーレム・禁忌		"
場のゴーレム・フォロワー1体を墓場に置く：相手のリーダーすべてと相手の場のフォロワーすべてに3ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-052
BP06-053	真理の魔鏡	ウィッチ		ブースターパック第6弾「絶対なる覇者」	アミュレット	BR	3			魔法使い・土の印		"
【スタック】

ファンファーレ自分の墓場の元のコスト3以下の錬金術師・フォロワー1枚を選ぶ。それを場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-053
BP06-LD		全て エルフ ロイヤル ウィッチ ドラゴン ナイトメア ビショップ ニュートラル	指定なし ウマ娘 プリティーダービー アイドルマスター シンデレラガールズ カードファイト!! ヴァンガード	指定なし EXコラボパック「アイドルマスター シンデレラガールズ」 ブースターパック「新たなる創世」 スターターデッキ「新たなる戦場」 スターターデッキ「燃え尽きぬ炎」 ブースターパック「絶傑の試練」 ブースターパック第14弾「夢幻の饗󠄀宴」 EXコラボパック「ウマ娘 プリティーダービー」 ブースターパック第13弾「暗黒降誕」 ブースターパック第12弾「黒鉄の侵略者」 スペシャルパック「シーサイド・メモリーズ」 ブースターパック第11弾「宿命の弾丸」 コラボスターターデッキ「聖域の騎士団」 コラボスターターデッキ「黙示録の炎」 コラボパック「カードファイト!! ヴァンガード」 DXスターターデッキ「学院に咲く双華」「武なる雷鳴」 ブースターパック第10弾「Gods of the Arcana」 ブースターパック第9弾「光影の二重奏」 ブースターパック第8弾「次元混沌」 ブースターパック第7弾「森羅鋼鉄」 コラボスターターデッキ「Cute」 コラボスターターデッキ「Cool」 コラボスターターデッキ「Passion」 コラボパック「アイドルマスター シンデレラガールズ」 ブースターパック第6弾「絶対なる覇者」 ブースターパック第5弾「永劫なる絶傑」 ブースターパック第4弾「天星神話」 ブースターパック第3弾「FLAME OF LAEVATEINN / フレイム・オブ・レーヴァテイン」 エントリーデッキシャドウバースＦ第1弾「天竜ライト」 エントリーデッキシャドウバースＦ第2弾「真壁スバル」 エントリーデッキシャドウバースＦ第3弾「蜜田川イツキ」 コラボスターターデッキ「出走！ウマ娘！」 コラボパック「ウマ娘 プリティーダービー」 ブースターパック第2弾「黒銀のバハムート」 ブースターパック第1弾「創世の夜明け」 スターターデッキ第1弾「麗しの妖精姫」 スターターデッキ第2弾「怨讐刀鬼」 スターターデッキ第3弾「神秘錬成」 スターターデッキ第4弾「蛇竜の爪牙」 スターターデッキ第5弾「永久なる定め」 スターターデッキ第6弾「穢れし洗礼」 PRカード	全て フォロワー エボルヴ アドバンス スペル アミュレット トークン リーダー EP SEP	全て LG GR SR BR UR SL SP SSP プレミアム	全て 0 1 2 3 4 5 6 7 8+	指定なし 0 1 2 3 4 5 6 7 8 9 10+ ~ 指定なし 0 1 2 3 4 5 6 7 8 9 10+	指定なし 0 1 2 3 4 5 6 7 8 9 10+ ~ 指定なし 0 1 2 3 4 5 6 7 8 9 10+	指定なし BNW かげろう アイドル アクアフォース アナテマ アナテマ・ドラゴニュート アナテマ・先導 アナテマ・魔法使い アルカナ アルカナ・エルフ族 アルカナ・ドラゴニュート アルカナ・信仰 アルカナ・先導 アルカナ・光輝 アルカナ・大神 アルカナ・指揮官 アルカナ・死者 アルカナ・獣 アルカナ・竜使い アルカナ・竜族 アルカナ・精霊 アルカナ・貴族 アルカナ・超克 アルカナ・魔法使い アルカナ・魔法使い・キラー アルカナ・魔法使い・光輝 アルカナ・魔法使い・獣 アルカナ・魔界 アルカナ・魔界・キラー アルカナ・魔界・光輝 ウマ娘 ウマ娘・BNW ウマ娘・メジロ家 エルフ族 エルフ族・キラー エルフ族・プリンセス エルフ族・星神 エルフ族・狩人 エルフ族・狩人・植物族 エルフ族・精霊 オラクルシンクタンク キュート キラー クリスタリア クリスタリア・プリンセス クール コック ゴブリン ゴブリン・プリンセス ゴルゴーン ゴーレム ゴーレム・禁忌 ゴーレム・魔法生物・学院 ゴーレム・魔法生物・禁忌 シャドウパラディン シンガー シンガー・光輝 シンガー・童話・プリンセス ダンサー チェス デレマス デレマス・キュート デレマス・キュート・クール・パッション デレマス・クール デレマス・パッション トレセン学園 ドラゴニュート ドラゴニュート・キラー ドラゴニュート・プリンセス ドラゴニュート・学院 ドラゴニュート・武闘竜人 ドラゴニュート・武闘竜人・キラー ドラゴニュート・海洋 ドラゴニュート・竜族 ドラゴニュート・竜族・武装 パッション ヒーロー プリンス プリンセス プリンセス・童話 ペイルムーン マグナ メイド メイド・貴族 メジロ家 ルミナス レヴィオン ロイヤルパラディン ヴァンガード ヴァンガード・かげろう ヴァンガード・アクアフォース ヴァンガード・オラクルシンクタンク ヴァンガード・シャドウパラディン ヴァンガード・ペイルムーン ヴァンガード・ロイヤルパラディン 不死鳥 不死鳥・星神 乗物 人形 人形・キラー 人形・光輝 人形・植物族 人形・虫族 信仰 信仰・プリンセス 信仰・偶像 信仰・偶像・超克 信仰・偶像・鳥族 信仰・先導 信仰・先導・光輝 信仰・光輝 信仰・星神 信仰・獣 信仰・獣・キラー 信仰・獣・光輝 信仰・童話 信仰・童話・プリンセス 信仰・超克 信仰・鳥族 偶像 偶像・光輝 偶像・童話 偶像・超克 偶像・鳥族 傭兵 傭兵・シンガー 傭兵・獣 傭兵・超克 先導 先導・光輝 先導・狂信 先導・狂信・鳥族 先導・獣 先導・超克 先導・鳥族 光輝 光輝・キラー 光輝・星神 兵士 兵士・ダンサー 兵士・ヒーロー 兵士・メイド 兵士・ルミナス 兵士・レヴィオン 兵士・レヴィオン・獣・キラー 兵士・円卓 兵士・商人 兵士・忍者 兵士・忍者・獣 兵士・星神 兵士・暗殺者 兵士・獣 兵士・獣・レヴィオン 兵士・盗賊 兵士・童話 兵士・超克 円卓 吸血鬼 吸血鬼・キラー 吸血鬼・プリンセス 吸血鬼・プリンセス・キラー 吸血鬼・プリンセス・光輝 吸血鬼・光輝 吸血鬼・獣 商人 土の印 土の印・童話 堕天使 堕天使・キラー 大神 大神・キラー 大神・光輝 大神・星神 大神・獣 大神・超克 大神・魔王 大神・魔王・キラー 天使 天使・光輝 天使・堕天使 天使・大神 天使・獣 天使・超克 妖怪 妖精 妖精・エルフ族 妖精・プリンセス 妖精・プリンセス・キラー 妖精・植物族 妖精・狩人 妖精・獣 妖精・童話 妖精・精霊 学院 学院・キラー 学院・光輝 宴楽 宴楽・エルフ族 宴楽・ドラゴニュート 宴楽・人形・超克 宴楽・傭兵 宴楽・妖精 宴楽・指揮官 宴楽・指揮官・盗賊 宴楽・機械・超克・マグナ 宴楽・死者 宴楽・狂信 宴楽・狂信・偶像 宴楽・狂信・獣 宴楽・狂信・鳥族 宴楽・獣 宴楽・盗賊 宴楽・盗賊・獣 宴楽・盗賊・財宝 宴楽・禁忌 宴楽・竜族 宴楽・魔法使い・禁忌 宴楽・魔法生物・禁忌 宴楽・魔界 宴楽・魔界・獣 巨人 巨人・超克 式神 忍者 悪魔 悪魔・コック 指揮官 指揮官・キラー 指揮官・ヒーロー 指揮官・プリンス 指揮官・プリンセス 指揮官・ルミナス 指揮官・レヴィオン 指揮官・レヴィオン・キラー 指揮官・光輝 指揮官・兵士 指揮官・兵士・レヴィオン 指揮官・円卓 指揮官・商人 指揮官・星神 指揮官・獣 指揮官・盗賊 指揮官・童話 指揮官・童話・キラー 指揮官・童話・光輝 指揮官・貴族 指揮官・超克 挑戦者 挑戦者・ドラゴニュート 挑戦者・信仰 挑戦者・先導 挑戦者・兵士 挑戦者・妖怪 挑戦者・狩人 挑戦者・獣 挑戦者・陰陽師 探偵 星神 星神・プリンセス 暗殺者 暗殺者・忍者 暗殺者・童話 植物族 植物族・プリンセス 植物族・獣 機械 機械・ゴブリン 機械・ゴーレム 機械・信仰 機械・信仰・偶像 機械・信仰・狂信 機械・信仰・狂信・偶像 機械・信仰・超克 機械・傭兵 機械・兵士 機械・吸血鬼 機械・大神 機械・天使 機械・死者 機械・死霊術師 機械・死霊術師・魔界 機械・禁忌 機械・自然・大神 機械・自然・天使 機械・超克 機械・超克・マグナ・キラー 機械・錬金術師 機械・魔法使い 機械・魔法使い・ゴーレム 機械・魔法生物・禁忌 機械・魔界 機械・魔界・吸血鬼 機械・鳥族 武装 武闘竜人 武闘竜人・キラー 死者 死者・キラー 死者・メイド 死者・星神 死者・死霊術師 死霊術師 死霊術師・キラー 死霊術師・プリンセス 死霊術師・魔界 海洋 海洋・星神 海洋・武闘竜人 海洋・超克 狂信 狂信・キラー 狂信・偶像 狂信・先導・光輝 狂信・獣 狂信・獣・キラー 狂信・鳥族 狩人 狩人・獣 狩人・虫族 狩人・超克 獣 獣・キラー 獣・童話 獣・童話・プリンセス 盗賊 禁忌 竜使い 竜使い・キラー 竜使い・ドラゴニュート 竜使い・武闘竜人 竜使い・武闘竜人・キラー 竜使い・海洋 竜族 竜族・キラー 竜族・コック 竜族・人形 竜族・光輝 竜族・武装 竜族・武闘竜人・キラー 竜族・海洋 竜族・童話 童話 精霊 精霊・ダンサー 精霊・巨人 精霊・星神 精霊・植物族 精霊・植物族・キラー 精霊・植物族・光輝 精霊・植物族・獣 精霊・獣 精霊・虫族 絶傑 絶傑・アイドル 絶傑・アイドル・キラー 絶傑・死霊術師 絶傑・死霊術師・キラー 絶傑・狂信 絶傑・狂信・キラー 絶傑・狩人 絶傑・狩人・キラー 絶傑・盗賊 絶傑・盗賊・キラー 絶傑・盗賊・財宝 絶傑・竜族 絶傑・竜族・キラー 絶傑・魔法使い 絶傑・魔法使い・キラー 絶傑・魔界 絶傑・魔界・キラー 自然 自然・エルフ族・獣 自然・コック 自然・ドラゴニュート 自然・ドラゴニュート・キラー 自然・信仰・光輝・獣 自然・傭兵 自然・光輝・獣 自然・兵士・獣 自然・大神 自然・指揮官・プリンセス 自然・指揮官・兵士・獣・プリンセス 自然・指揮官・獣 自然・植物族 自然・獣 自然・盗賊・獣 自然・竜族 自然・竜族・海洋 自然・精霊 荒野 荒野・エルフ族・狩人 荒野・コック 荒野・ゴーレム・魔法生物 荒野・ドラゴニュート 荒野・ドラゴニュート・武闘竜人 荒野・乗物 荒野・乗物・獣 荒野・信仰 荒野・信仰・狂信 荒野・信仰・鳥族 荒野・傭兵 荒野・兵士 荒野・兵士・盗賊 荒野・吸血鬼 荒野・指揮官 荒野・植物族 荒野・死者 荒野・死者・魔界 荒野・死霊術師 荒野・狩人 荒野・狩人・獣 荒野・盗賊 荒野・竜族 荒野・自然 荒野・魔法使い 虫族 財宝 貴族 貴族・ダンサー 貴族・レヴィオン 貴族・商人 超克 超克・キラー 超克・マグナ 超克・光輝 錬金術師 錬金術師・ゴーレム 錬金術師・土の印 錬金術師・星神 錬金術師・禁忌 陰陽師 魔法使い 魔法使い・ゴルゴーン 魔法使い・ゴーレム 魔法使い・ダンサー 魔法使い・チェス 魔法使い・土の印 魔法使い・土の印・星神 魔法使い・学院 魔法使い・学院・プリンセス 魔法使い・学院・プリンセス・キラー 魔法使い・星神 魔法使い・獣 魔法使い・獣・魔法生物 魔法使い・禁忌 魔法使い・童話 魔法使い・超克 魔法使い・錬金術師 魔法使い・魔法生物 魔法使い・魔法生物・学院 魔法生物 魔法生物・獣 魔法生物・禁忌 魔王 魔界 魔界・キラー 魔界・ゴルゴーン 魔界・シンガー 魔界・人形 魔界・吸血鬼 魔界・星神 魔界・死者 魔界・獣 魔界・童話 魔界・超克 鳥族 鳥族・童話		2025.08.22.[Fri]			https://shadowverse-evolve.com/cardlist/?cardno=BP06-LD
BP06-T01	天后	ウィッチ		ブースターパック第6弾「絶対なる覇者」	フォロワー・トークン	-	4	4	5	式神		"
【オーラ】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-T01
BP06-T02	形代	ウィッチ		ブースターパック第6弾「絶対なる覇者」	フォロワー・トークン	-	2	2	2	式神		"
ラストワード1枚引く。自分の手札1枚を捨てる。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-T02
BP07-035	蒼の反逆者・テトラ	ウィッチ		ブースターパック第7弾「森羅鋼鉄」	フォロワー	LG	3	3	3	機械・ゴーレム		"
進化コスト1：これは進化する。

ファンファーレ『リペアモード』1枚をEXエリアに置く。

―――――――――――――――

『リペアモード』ニュートラル機械・スペルコスト1クイック自分のリーダーは体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-035
BP07-036	蒼の反逆者・テトラ	ウィッチ		ブースターパック第7弾「森羅鋼鉄」	フォロワー・エボルヴ	LG		4	4	機械・ゴーレム		"
これがいる限り、自分がEXエリアの機械・カードをプレイする際、コストを-1する。

ターンごとに4回、自分が機械・カードをプレイしたとき、相手の場のフォロワー1体を選ぶ。それに1ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-036
BP07-037	アイアロンの支配者・ベルフォメット	ウィッチ		ブースターパック第7弾「森羅鋼鉄」	フォロワー	LG	7	5	5	機械・超克		"
【突進】

自分のエンドフェイズが来たとき、自分の場の他の機械・フォロワーすべては攻撃力+1/体力+1する。

ファンファーレ自分のデッキの上5枚を見る。その中から、機械・フォロワーを元のコストの合計が6以下になるように好きな枚数場に出してよい。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-037
BP07-038	エレメントシャーマン・ライリー	ウィッチ		ブースターパック第7弾「森羅鋼鉄」	フォロワー	GR	3	3	4	魔法使い		"
ファンファーレ【土の秘術】下記から1つチョイスする。これが墓場から場に出ていたなら、代わりに3つまで。

【1】相手の場のフォロワー1体を選ぶ。それに5ダメージ。【2】これは攻撃力+3する。【3】2枚引く。

起動コスト6：自分の墓場のこれを場に出す。これは【疾走】と「ラストワードこれは消滅する」を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-038
BP07-039	天外の華・エレノア	ウィッチ		ブースターパック第7弾「森羅鋼鉄」	フォロワー	GR	2	2	2	魔法使い		"
進化コスト1：これは進化する。

ファンファーレ手札のスペル1枚を捨てる：1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-039
BP07-040	天外の華・エレノア	ウィッチ		ブースターパック第7弾「森羅鋼鉄」	フォロワー・エボルヴ	GR		3	3	魔法使い		"
【進化時】自分のデッキから『美麗なる術式』1枚を探し、EXエリアに置く。【スペルチェイン_10】このターン、それをプレイする際、コストを-2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-040
BP07-041	ソニック・フォー	ウィッチ		ブースターパック第7弾「森羅鋼鉄」	スペル	GR	1			機械・ゴーレム		"
自分の場に『蒼の反逆者・テトラ』が出たとき、コスト1：自分の墓場のこれをEXエリアに置く。

----------

クイック

相手の場のフォロワー1体を選ぶ。それに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-041
BP07-042	機械の加速兵	ウィッチ		ブースターパック第7弾「森羅鋼鉄」	フォロワー	SR	3	3	2	機械・ゴーレム		"
進化コスト2：これは進化する。

【守護】

ファンファーレ自分のデッキの上4枚を見る。その中から、機械・カード1枚をEXエリアに置いてよい。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-042
BP07-043	機械の加速兵	ウィッチ		ブースターパック第7弾「森羅鋼鉄」	フォロワー・エボルヴ	SR		4	3	機械・ゴーレム		"
【守護】

【進化時】相手の場のフォロワー1体を選ぶ。それに「自分のEXエリアの機械・カードの枚数」の2倍のダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-043
BP07-044	機械生命体	ウィッチ		ブースターパック第7弾「森羅鋼鉄」	フォロワー	SR	2	3	1	機械・禁忌		"
ターンごとに1回、自分が機械・カードをプレイしたとき、1枚引く。

ファンファーレ『リペアモード』1枚をEXエリアに置く。

―――――――――――――――

『リペアモード』ニュートラル機械・スペルコスト1クイック自分のリーダーは体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-044
BP07-045	美麗なる術式	ウィッチ		ブースターパック第7弾「森羅鋼鉄」	スペル	SR	2			魔法使い		"
相手の場のフォロワー3体まで選ぶ。それに3ダメージを割りふる。自分の場に『天外の華・エレノア』がいるなら、代わりに5ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-045
BP07-046	メカニカルソーサラー	ウィッチ		ブースターパック第7弾「森羅鋼鉄」	フォロワー	BR	2	2	2	機械・魔法使い		"
ファンファーレ『プロダクトマシーン』1枚か『リペアモード』1枚をEXエリアに置く。

起動これをアクトEXエリアの機械・カード1枚を消滅：相手の場のフォロワー1体を選ぶ。それに「自分のEXエリアの機械・カードの枚数」と同じダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-046
BP07-047	試作機械兵	ウィッチ		ブースターパック第7弾「森羅鋼鉄」	フォロワー	BR	1	2	1	機械・ゴーレム		"
ファンファーレ下記から1つチョイスする。【1】『プロダクトマシーン』1枚をEXエリアに置く。【2】自分のEXエリアの機械・カードが3枚以上なら、これは攻撃力+1/体力+1して、【突進】を持つ。

―――――――――――――――

『プロダクトマシーン』ニュートラル機械・フォロワーコスト1攻撃力1/体力1起動これをアクト場の機械・フォロワー3体を墓場に置く：相手の場のフォロワー1体を選ぶ。それに5ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-047
BP07-048	マジックソードガール	ウィッチ		ブースターパック第7弾「森羅鋼鉄」	フォロワー	BR	2	2	2	魔法使い		"
進化コスト1：これは進化する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-048
BP07-049	マジックソードガール	ウィッチ		ブースターパック第7弾「森羅鋼鉄」	フォロワー・エボルヴ	BR		3	3	魔法使い		"
【進化時】下記から1つチョイスする。【1】『大地の魔片』1つを出す。【2】【土の秘術】相手の場のフォロワー2体まで選ぶ。それに4ダメージを割りふる。

―――――――――――――――

『大地の魔片』ウィッチ土の印・アミュレットコスト1【スタック】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-049
BP07-050	1,2,マジック！	ウィッチ		ブースターパック第7弾「森羅鋼鉄」	スペル	BR	2			魔法使い		"
相手の場のカード1枚を選ぶ。それのプレイヤーはそれをデッキの下に置く。それのプレイヤーは自身の手札のフォロワーかアミュレット1枚を場に出してよい。（デッキに置いたトークンはゲームから取り除く）
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-050
BP07-051	ウィズダム・コア	ウィッチ		ブースターパック第7弾「森羅鋼鉄」	アミュレット	BR	1			機械		"
ファンファーレ自分のデッキの上2枚を見る。その中から、機械・カード1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。

起動これをアクト墓場に置く：相手のリーダーすべてに1ダメージ。この能力は自分のEXエリアの機械・カードが3枚以上なら使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-051
BP07-LD01	小さな魔法使い・エミル	ウィッチ		ブースターパック第7弾「森羅鋼鉄」	リーダー	-				-					https://shadowverse-evolve.com/cardlist/?cardno=BP07-LD01
BP08-035	スウィート★メドゥーサ	ウィッチ		ブースターパック第8弾「次元混沌」	フォロワー	LG	4	3	4	魔法使い・ゴルゴーン		"
進化コスト2：これは進化する。

自分のターン中、相手のフォロワーが場から墓場に置かれたとき、『毒蛇』1体を出す。

ファンファーレ自分のデッキから元のコスト2以下のカード1枚を探し、手札に加える。

―――――――――――――――

『毒蛇』ナイトメア魔界・フォロワーコスト1攻撃力0/体力1【必殺】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-035
BP08-036	スウィート★メドゥーサ	ウィッチ		ブースターパック第8弾「次元混沌」	フォロワー・エボルヴ	LG		4	5	魔法使い・ゴルゴーン		"
自分のターン中、相手のフォロワーが場から墓場に置かれたとき、『毒蛇』1体を出す。

【進化時】相手の場のフォロワー2体まで選ぶ。それに5ダメージを割りふる。

Q起動場の『毒蛇』2体を墓場に置く：このターン、次に自分がカードをプレイする際、コストを-2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-036
BP08-037	開闢の予言者	ウィッチ		ブースターパック第8弾「次元混沌」	フォロワー	LG	10	10	10	魔法使い		"
これをプレイする際、墓場の元のコスト1、2、3、4、5、6、7、8、9、10のカードを1枚ずつ消滅：コストを-10する。

【守護】【オーラ】

これは能力によって破壊されない。（交戦か能力によるダメージでは破壊される）

起動手札のこれを捨てる：1枚引く。自分の手札1枚を捨てる。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-037
BP08-038	無貌の魔女	ウィッチ		ブースターパック第8弾「次元混沌」	フォロワー	GR	8	7	7	魔法生物・禁忌		"
進化コスト1：これは進化する。

ファンファーレX枚引く。Xは「自分のデッキの枚数-5」である。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-038
BP08-039	無貌の魔女	ウィッチ		ブースターパック第8弾「次元混沌」	フォロワー・エボルヴ	GR		7	7	魔法生物・禁忌		"
【進化時】場の他のカードすべてを墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-039
BP08-040	ラブリー★モニカ	ウィッチ		ブースターパック第8弾「次元混沌」	フォロワー	GR	3	2	3	魔法使い・魔法生物		"
ファンファーレ下記から1つチョイスする。【1】自分のデッキから『マジカルビースト・モーラ』1枚を探し、場に出す。【2】自分の手札の『マジカルビースト・モーラ』1枚を場に出してよい。

起動これをアクト場の『マジカルビースト・モーラ』1体をアクト：相手の場のフォロワー1体を選ぶ。それに3ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-040
BP08-041	真実の掟	ウィッチ		ブースターパック第8弾「次元混沌」	スペル	GR	5			絶傑・魔法使い		"
自分の場に『真実の絶傑・ライオ』が出たとき、墓場のこれを消滅：自分のEPを+1する。

-----------

自分のデッキの上5枚を見る。その中から、元のコスト3以下のカード2枚までEXエリアに置いてよい。残りを好きな順にデッキの下に置く。このターン、それをプレイする際、コストを-3する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-041
BP08-042	天才魔法使い・エルザ	ウィッチ		ブースターパック第8弾「次元混沌」	フォロワー	SR	1	1	1	魔法使い・学院		"
進化コスト2：これは進化する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-042
BP08-043	天才魔法使い・エルザ	ウィッチ		ブースターパック第8弾「次元混沌」	フォロワー・エボルヴ	SR		2	2	魔法使い・学院		"
【進化時】自分のデッキから魔法生物・フォロワー1枚を探し、手札に加える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-043
BP08-044	マジカルビースト・モーラ	ウィッチ		ブースターパック第8弾「次元混沌」	フォロワー	SR	1	1	1	魔法生物		"
ファンファーレ1枚引く。自分の手札1枚を捨てる。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-044
BP08-045	真理の発見	ウィッチ		ブースターパック第8弾「次元混沌」	スペル	SR	2			錬金術師		"
クイック

2枚引く。自分の手札1枚を捨てる。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-045
BP08-046	月影の魔法使い	ウィッチ		ブースターパック第8弾「次元混沌」	フォロワー	BR	8	6	6	魔法使い・魔法生物		"
【守護】

ファンファーレ3枚引く。自分の手札2枚を捨てる。

起動これをアクト手札1枚を捨てる：相手の場のフォロワー1体を選ぶ。それに6ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-046
BP08-047	真実の狂信者	ウィッチ		ブースターパック第8弾「次元混沌」	フォロワー	BR	3	2	4	絶傑・魔法使い・キラー		"
【疾走】

ファンファーレ自分の墓場の魔法使い・カードが5枚以上なら、これは攻撃力+1/体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-047
BP08-048	ラビットメイジ	ウィッチ		ブースターパック第8弾「次元混沌」	フォロワー	BR	2	2	1	魔法使い・獣		"
進化コスト1：これは進化する。

ファンファーレ『大地の魔片』1つを出す。

―――――――――――――――

『大地の魔片』ウィッチ土の印・アミュレットコスト1【スタック】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-048
BP08-049	ラビットメイジ	ウィッチ		ブースターパック第8弾「次元混沌」	フォロワー・エボルヴ	BR		3	2	魔法使い・獣		"
【進化時】自分のデッキの上4枚を見る。その中から、【土の秘術】を持つカード1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-049
BP08-050	破壊の狂信者	ウィッチ		ブースターパック第8弾「次元混沌」	フォロワー	BR	3	3	4	絶傑・アイドル・キラー		"
ファンファーレ自分の場のアイドル・カードが3枚以上なら、相手の場のフォロワー1体を選ぶ。それを破壊する。それのリーダーに2ダメージ。自分のリーダーは体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-050
BP08-051	破壊の愉悦	ウィッチ		ブースターパック第8弾「次元混沌」	スペル	BR	0			絶傑・アイドル		"
自分の場にアイドル・カードがあるなら、自分のPPを1回復する。自分の場に『破壊の絶傑・リーシェナ』がいるなら、1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-051
BP09-035	永劫を求む者・ケリドウェン	ウィッチ		ブースターパック第9弾「光影の二重奏」	フォロワー	LG	3	3	3	錬金術師・禁忌		"
進化コスト1：これは進化する。

ファンファーレ【土の秘術】『刹那の劇薬』1枚をEXエリアに置く。

―――――――――――――――

『刹那の劇薬』ウィッチ錬金術師・禁忌・スペルコスト2相手の場のフォロワー1体を選ぶ。それに4ダメージ。それのリーダーに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-035
BP09-036	永劫を求む者・ケリドウェン	ウィッチ		ブースターパック第9弾「光影の二重奏」	フォロワー・エボルヴ	LG		4	4	錬金術師・禁忌		"
これがいる限り、自分が禁忌・トークンをプレイする際、このターン中に1枚目の禁忌・トークンなら、コストを-2する。

【進化時】【土の秘術】『久遠の秘薬』1枚をEXエリアに置く。

―――――――――――――――

『久遠の秘薬』ウィッチ錬金術師・禁忌・スペルコスト2自分の墓場の元のコスト3以下のウィッチフォロワー1枚を選ぶ。それを場に出す。それは【突進】と「自分のエンドフェイズが来たとき、これを破壊する」を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-036
