cardno	name	class	title	expansion	kind	rarity	cost	power	hp	type	keywords	ability	illustrator	image_url	url
BP05-117	グリザレイ	ニュートラル		ブースターパック第5弾「永劫なる絶傑」	スペル	BR	1			絶傑		"
相手の場のフォロワー1体を選ぶ。それに2ダメージ。自分の場に『飢餓の絶傑・ギルネリーゼ』がいるなら、代わりに消滅させる。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-117
BP05-T03	操り人形	ニュートラル		ブースターパック第5弾「永劫なる絶傑」	フォロワー・トークン	-	1	1	1	人形		"
【突進】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-T03
BP05-T04	エンシェントアーティファクト	ニュートラル		ブースターパック第5弾「永劫なる絶傑」	フォロワー・トークン	-	1	3	1	超克		"
【突進】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-T04
BP05-T05	ミスティックアーティファクト	ニュートラル		ブースターパック第5弾「永劫なる絶傑」	フォロワー・トークン	-	3	2	3	超克		"
【守護】

ファンファーレ1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-T05
BP06-107	ゴッドコロシアムマンモス	ニュートラル		ブースターパック第6弾「絶対なる覇者」	フォロワー	LG	7	7	8	大神・獣		"
ファンファーレ各プレイヤーは、自身の場のフォロワー1体を残し、それ以外の自身の場のフォロワーすべてを墓場に置く。

ラストワード自分のデッキから『頂きの闘技場』1枚を探し、場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-107
BP06-108	バイヴカハ	ニュートラル		ブースターパック第6弾「絶対なる覇者」	フォロワー	LG	3	2	3	大神・光輝		"
進化コスト2：これは進化する。

ファンファーレ下記から1つチョイスする。【1】自分の場の他のフォロワー1体を選ぶ。それは攻撃力+1/体力+1する。【2】自分のリーダーは体力+2する。【3】自分のデッキの上3枚を見る。その中から、好きな枚数を好きな順にデッキの上に置く。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-108
BP06-109	バイヴカハ	ニュートラル		ブースターパック第6弾「絶対なる覇者」	フォロワー・エボルヴ	LG		4	5	大神・光輝		"
【進化時】下記から1つチョイスする。【1】相手の場のフォロワーすべてをアクトする。【2】相手のリーダーすべてに2ダメージ。【3】自分のデッキの上1枚をEXエリアに置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-109
BP06-110	日の出の女神・ミトラ	ニュートラル		ブースターパック第6弾「絶対なる覇者」	フォロワー	GR	6	5	5	光輝		"
進化コスト1：これは進化する。

ファンファーレ各プレイヤーはサイコロをふる。1から3なら、そのプレイヤーは2枚引く。4から6なら、そのプレイヤーは自身の手札をランダムに2枚捨てる。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-110
BP06-111	日の出の女神・ミトラ	ニュートラル		ブースターパック第6弾「絶対なる覇者」	フォロワー・エボルヴ	GR		6	6	光輝		"
【進化時】1から6の中から、好きな数1つを指定してサイコロをふる。指定した数なら、自分のリーダーは体力+5する。自分のデッキからカード1枚を探し、EXエリアに置く。自分のPPを最大値まで回復する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-111
BP06-112	堕天	ニュートラル		ブースターパック第6弾「絶対なる覇者」	スペル	GR	3			堕天使		"
クイック

場のフォロワー1体を選ぶ。それを消滅させる。それのリーダーは体力+2する。それのプレイヤーは1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-112
BP06-113	頂きの闘技場	ニュートラル		ブースターパック第6弾「絶対なる覇者」	アミュレット	GR	6			挑戦者		"
これがある限り、場のフォロワーすべては、フォロワーへ攻撃できるなら、リーダーを攻撃できない。

ファンファーレ各プレイヤーは、自身のデッキの上3枚を見る。その中から、フォロワー1枚を場に出してよい。残りを墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-113
BP06-114	闘技場の司会者・チャット	ニュートラル		ブースターパック第6弾「絶対なる覇者」	フォロワー	SR	3	3	3	挑戦者		"
これをプレイする際、自分の場に『頂きの闘技場』があるなら、コストを-3する。

進化コスト1：これは進化する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-114
BP06-115	闘技場の司会者・チャット	ニュートラル		ブースターパック第6弾「絶対なる覇者」	フォロワー・エボルヴ	SR		4	4	挑戦者		"
【進化時】自分のデッキから挑戦者・カード1枚を探し、手札に加える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-115
BP06-116	両雄激突	ニュートラル		ブースターパック第6弾「絶対なる覇者」	スペル	SR	1			挑戦者		"
自分の場のフォロワー1体と相手の場のフォロワー1体を選ぶ。前者に「後者の攻撃力」と同じダメージ。後者に「前者の攻撃力」と同じダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-116
BP06-117	生命の量産	ニュートラル		ブースターパック第6弾「絶対なる覇者」	スペル	SR	1			超克		"
自分のエボルヴデッキの表向きのエボルヴフォロワー1枚を選ぶ。それを裏向きにする。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-117
BP06-118	スウィートディテクティブ	ニュートラル		ブースターパック第6弾「絶対なる覇者」	フォロワー	BR	3	3	4	探偵		"
ファンファーレ相手プレイヤー1人は手札を公開する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-118
BP06-119	バズーカゴブリンズ	ニュートラル		ブースターパック第6弾「絶対なる覇者」	フォロワー	BR	4	3	3	ゴブリン		"
進化コスト2：これは進化する。

ファンファーレ元のコスト2以下の相手の場のカード1枚を選ぶ。それを破壊する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-119
BP06-120	バズーカゴブリンズ	ニュートラル		ブースターパック第6弾「絶対なる覇者」	フォロワー・エボルヴ	BR		5	5	ゴブリン		"
【進化時】元のコスト2以下の相手の場のカード1枚を選ぶ。それを破壊する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-120
BP06-121	抑圧の関門	ニュートラル		ブースターパック第6弾「絶対なる覇者」	アミュレット	BR	2			傭兵		"
相手の場のフォロワーが攻撃したとき、それのプレイヤーはコスト2払ってよい。払ったなら、これを破壊する。払わなかったなら、それに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-121
BP07-103	機械神	ニュートラル		ブースターパック第7弾「森羅鋼鉄」	フォロワー	LG	6	6	6	機械・大神		"
ファンファーレ墓場の機械・カード3枚を消滅：下記から2つまでチョイスする。【1】相手の場のフォロワー1体を選ぶ。それを破壊する。【2】相手の場のアミュレット1つを選ぶ。それを破壊する。【3】相手のリーダーすべてに3ダメージ。【4】自分のデッキから「これと同名を除く機械・カード」1枚を探し、手札に加える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-103
BP07-104	母なる君	ニュートラル		ブースターパック第7弾「森羅鋼鉄」	フォロワー	LG	4	0	4	自然・大神		"
【突進】【指定攻撃】【必殺】

ラストワード場かEXエリアの『ナテラの大樹』1枚を消滅：これをアクト状態で場に出す。これは進化する。進化しなかったなら、これは消滅する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-104
BP07-105	母なる君	ニュートラル		ブースターパック第7弾「森羅鋼鉄」	フォロワー・エボルヴ	LG		4	4	自然・大神		"
【守護】

ラストワード自分のリーダーは体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-105
BP07-106	マシンエンジェル	ニュートラル		ブースターパック第7弾「森羅鋼鉄」	フォロワー	GR	3	3	3	機械・天使		"
【守護】

ファンファーレ『プロダクトマシーン』1枚か『リペアモード』1枚をEXエリアに置く。

起動これをアクト：相手の場のフォロワー1体を選ぶ。それに4ダメージ。この能力は自分の墓場の機械・カードが5枚以上なら使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-106
BP07-107	荒野の案内人	ニュートラル		ブースターパック第7弾「森羅鋼鉄」	フォロワー	GR	2	2	3	自然・傭兵		"
ファンファーレ『ナテラの大樹』1枚を場かEXエリアに置いてよい。その後、自分の場や自分のEXエリアの自然・カードが5枚以上なら、自分のデッキの上3枚を見る。その中から、自然・カード1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。

―――――――――――――――

『ナテラの大樹』ニュートラル自然・アミュレットコスト1これが場を離れたとき、1枚引く。自分の手札1枚を捨てる。起動コスト1：これを墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-107
BP07-108	粛清の英雄・メイシア	ニュートラル		ブースターパック第7弾「森羅鋼鉄」	フォロワー	GR	2	2	3	超克		"
進化コスト2：これは進化する。

【攻撃時】自分の墓場の元のコスト3以下のニュートラルスペル1枚を選ぶ。それのコストを0にしてプレイする。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-108
BP07-109	粛清の英雄・メイシア	ニュートラル		ブースターパック第7弾「森羅鋼鉄」	フォロワー・エボルヴ	GR		3	4	超克		"
【攻撃時】自分の墓場の元のコスト3以下のニュートラルスペル1枚を選ぶ。それのコストを0にしてプレイする。

【進化時】コスト5：自分のデッキの上5枚を墓場に置く。これは【疾走】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-109
BP07-110	メカゴブリン	ニュートラル		ブースターパック第7弾「森羅鋼鉄」	フォロワー	SR	2	2	2	機械・ゴブリン		"
進化コスト1：これは進化する。

ラストワード『リペアモード』1枚をEXエリアに置く。

―――――――――――――――

『リペアモード』ニュートラル機械・スペルコスト1クイック自分のリーダーは体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-110
BP07-111	メカゴブリン	ニュートラル		ブースターパック第7弾「森羅鋼鉄」	フォロワー・エボルヴ	SR		3	3	機械・ゴブリン		"
【進化時】『プロダクトマシーン』1体を出す。

ラストワード『リペアモード』1枚をEXエリアに置く。

―――――――――――――――

『プロダクトマシーン』ニュートラル機械・フォロワーコスト1攻撃力1/体力1起動これをアクト場の機械・フォロワー3体を墓場に置く：相手の場のフォロワー1体を選ぶ。それに5ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-111
BP07-112	ワンダーコック	ニュートラル		ブースターパック第7弾「森羅鋼鉄」	フォロワー	SR	1	1	2	自然・コック		"
ファンファーレ『ナテラの大樹』1枚を場かEXエリアに置いてよい。自分のリーダーは体力+1する。

ラストワード手札の自然・カード1枚を捨てる：1枚引く。

―――――――――――――――

『ナテラの大樹』ニュートラル自然・アミュレットコスト1これが場を離れたとき、1枚引く。自分の手札1枚を捨てる。起動コスト1：これを墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-112
BP07-113	粛清の一刀	ニュートラル		ブースターパック第7弾「森羅鋼鉄」	スペル	SR	3			超克		"
相手の場のフォロワー1体を選ぶ。それを破壊する。自分の場の『粛清の英雄・メイシア』すべては攻撃力+Xする。Xは「自分の墓場のフォロワーの数」である。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-113
BP07-114	ギャル天使・アルディス	ニュートラル		ブースターパック第7弾「森羅鋼鉄」	フォロワー	BR	5	4	5	天使		"
進化コスト1：これは進化する。

ファンファーレ自分のリーダーは体力+3する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-114
BP07-115	ギャル天使・アルディス	ニュートラル		ブースターパック第7弾「森羅鋼鉄」	フォロワー・エボルヴ	BR		5	6	天使		"
ラストワード相手のリーダーすべてに3ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-115
BP07-116	メカニカルガンナー	ニュートラル		ブースターパック第7弾「森羅鋼鉄」	フォロワー	BR	1	1	2	機械・傭兵		"
ファンファーレ『プロダクトマシーン』1枚か『リペアモード』1枚をEXエリアに置く。

ラストワード手札の機械・カード1枚を捨てる：1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-116
BP07-117	エクストリームキャロット	ニュートラル		ブースターパック第7弾「森羅鋼鉄」	フォロワー	BR	2	2	2	自然・傭兵		"
【突進】

ラストワードコスト1場かEXエリアの『ナテラの大樹』1枚を消滅：自分のデッキから『エクストリームキャロット』1枚を探し、場に出す。自分のリーダーは体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-117
BP07-T01	プロダクトマシーン	ニュートラル		ブースターパック第7弾「森羅鋼鉄」	フォロワー・トークン	-	1	1	1	機械		"
起動これをアクト場の機械・フォロワー3体を墓場に置く：相手の場のフォロワー1体を選ぶ。それに5ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-T01
BP07-T02	リペアモード	ニュートラル		ブースターパック第7弾「森羅鋼鉄」	スペル・トークン	-	1			機械		"
クイック

自分のリーダーは体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-T02
BP07-T03	ナテラの大樹	ニュートラル		ブースターパック第7弾「森羅鋼鉄」	アミュレット・トークン	-	1			自然		"
これが場を離れたとき、1枚引く。自分の手札1枚を捨てる。

起動コスト1：これを墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-T03
BP08-103	異界を統べる者	ニュートラル		ブースターパック第8弾「次元混沌」	フォロワー	LG	5	5	5	大神		"
進化コスト2：これは進化する。

ファンファーレ好きな数1つを指定する。自分のデッキの上5枚を墓場に置く。相手の場のフォロワーすべてにXダメージ。Xは「これによって墓場に置いた元のコストが指定した数と同じカードの枚数」である。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-103
BP08-104	異界を統べる者	ニュートラル		ブースターパック第8弾「次元混沌」	フォロワー・エボルヴ	LG		6	6	大神		"
【進化時】自分の墓場のカードをカード名が異なるように3枚選ぶ。それの元のコストがすべて同じなら、それを手札に加える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-104
BP08-105	断罪者・シルヴィア	ニュートラル		ブースターパック第8弾「次元混沌」	フォロワー	LG	7	6	6	超克		"
ファンファーレ相手の場のフォロワー1体を選ぶ。それを破壊する。それのリーダーに5ダメージ。

起動コスト2手札のこれを捨てる：元のコスト5以上の相手の場のフォロワー1体を選ぶ。それを破壊する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-105
BP08-106	サハクィエル	ニュートラル		ブースターパック第8弾「次元混沌」	フォロワー	GR	6	4	4	天使・大神		"
進化コスト2：これは進化する。

ファンファーレ自分の手札のニュートラルフォロワー1枚を場に出してよい。それは「自分のエンドフェイズが来たとき、これを手札に戻す」を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-106
BP08-107	サハクィエル	ニュートラル		ブースターパック第8弾「次元混沌」	フォロワー・エボルヴ	GR		6	6	天使・大神		"
【進化時】自分の場のフォロワーすべては【突進】【指定攻撃】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-107
BP08-108	タルトマン	ニュートラル		ブースターパック第8弾「次元混沌」	フォロワー	GR	4	4	4	光輝		"
ファンファーレ自分のデッキからカード1枚を探し、手札に加える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-108
BP08-109	唯我の一刀	ニュートラル		ブースターパック第8弾「次元混沌」	スペル	GR	3			絶傑		"
元のコスト4以下の相手の場のカード1枚を選ぶ。それを破壊する。自分の手札が2枚以下なら、それのリーダーに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-109
BP08-110	進化の導き手・レイナ	ニュートラル		ブースターパック第8弾「次元混沌」	フォロワー	SR	5	4	4	光輝		"
進化コスト2：これは進化する。

ファンファーレ相手の場のフォロワー1体を選ぶ。それに「自分のエボルヴデッキの表向きのエボルヴフォロワーの枚数」と同じダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-110
BP08-111	進化の導き手・レイナ	ニュートラル		ブースターパック第8弾「次元混沌」	フォロワー・エボルヴ	SR		5	5	光輝		"
【進化時】自分のエボルヴデッキの表向きのエボルヴフォロワー1枚を選ぶ。それを裏向きにする。自分のデッキからフォロワー1枚を探し、手札に加える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-111
BP08-112	ソードエンジェル・エフェメラ	ニュートラル		ブースターパック第8弾「次元混沌」	フォロワー	SR	1	2	1	天使		"
【突進】

ファンファーレ相手プレイヤー1人の場のカードが3枚以上なら、これは攻撃力+1して、【指定攻撃】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-112
BP08-113	財宝の地図	ニュートラル		ブースターパック第8弾「次元混沌」	スペル	SR	3			傭兵		"
自分のデッキの上7枚を見る。その中から、フォロワーとアミュレットそれぞれ1枚まで公開して手札に加えてよい。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-113
BP08-114	大鎧のミノタウロス	ニュートラル		ブースターパック第8弾「次元混沌」	フォロワー	BR	6	7	6	傭兵・獣		"
【突進】【守護】

これが受ける交戦ダメージを-2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-114
BP08-115	ハイエンチャンター	ニュートラル		ブースターパック第8弾「次元混沌」	フォロワー	BR	4	4	3	傭兵		"
進化コスト1：これは進化する。

ファンファーレ各プレイヤーは、自身のデッキの上1枚をEXエリアに置く。これを2回くり返す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-115
BP08-116	ハイエンチャンター	ニュートラル		ブースターパック第8弾「次元混沌」	フォロワー・エボルヴ	BR		5	4	傭兵		"
【進化時】相手の場のフォロワー1体を選ぶ。それに「自分のEXエリアのカードの枚数」と同じダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-116
BP08-117	ハッピーピッグ	ニュートラル		ブースターパック第8弾「次元混沌」	フォロワー	BR	2	2	3	獣		"
ファンファーレラストワード自分のリーダーは体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-117
BP08-U07	タル子マン	ニュートラル		ブースターパック第8弾「次元混沌」	フォロワー	UR	4	4	4	光輝		"
ファンファーレ自分のデッキからカード1枚を探し、手札に加える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-U07
BP09-103	マルドゥーク	ニュートラル		ブースターパック第9弾「光影の二重奏」	フォロワー	LG	6	5	5	大神		"
進化コスト1：これは進化する。

ファンファーレ自分のデッキの上2枚を墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-103
BP09-104	マルドゥーク	ニュートラル		ブースターパック第9弾「光影の二重奏」	フォロワー・エボルヴ	LG		6	6	大神		"
【進化時】自分の墓場のスペルが5枚以上なら、自分のリーダーは体力+5する。1枚引く。

【進化時】自分の墓場のアミュレットが5枚以上なら、相手の場のフォロワーすべてに5ダメージ。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-104
BP09-105	月と太陽	ニュートラル		ブースターパック第9弾「光影の二重奏」	スペル	LG	2			大神		"
起動コスト4墓場のこれを消滅：自分の墓場の『アマテラス』1枚と『ツクヨミ』1枚を選ぶ。それを場に出す。

----------

自分のデッキから『アマテラス』か『ツクヨミ』1枚を探し、場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-105
BP09-106	天界の尖兵	ニュートラル		ブースターパック第9弾「光影の二重奏」	フォロワー	GR	3	2	2	天使		"
進化コスト1：これは進化する。

ファンファーレ自分の墓場の天使・カードが5枚以上なら、相手の場のフォロワー1体を選ぶ。それを消滅させる。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-106
BP09-107	天界の尖兵	ニュートラル		ブースターパック第9弾「光影の二重奏」	フォロワー・エボルヴ	GR		3	3	天使		"
【進化時】元のコスト4以下の相手の場のフォロワー1体を選ぶ。それを消滅させる。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-107
BP09-108	アマテラス	ニュートラル		ブースターパック第9弾「光影の二重奏」	フォロワー	GR	2	2	3	大神・光輝		"
【守護】

これがアクトしたとき、自分のリーダーは体力+1する。自分の場に『ツクヨミ』がいるなら、代わりに体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-108
BP09-109	ツクヨミ	ニュートラル		ブースターパック第9弾「光影の二重奏」	フォロワー	GR	2	3	2	大神・キラー		"
【突進】

これがアクトしたとき、相手のリーダーすべてに1ダメージ。自分の場に『アマテラス』がいるなら、代わりに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-109
BP09-110	スットゥング	ニュートラル		ブースターパック第9弾「光影の二重奏」	フォロワー	SR	5	4	4	巨人		"
進化コスト1：これは進化する。

ファンファーレ相手の場のフォロワー2体まで選ぶ。それをアクトする。それは次の相手のスタートフェイズにスタンドしない。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-110
BP09-111	スットゥング	ニュートラル		ブースターパック第9弾「光影の二重奏」	フォロワー・エボルヴ	SR		5	5	巨人		"
【攻撃時】フォロワーへの攻撃なら、これは攻撃力+2/体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-111
BP09-112	オケアノス	ニュートラル		ブースターパック第9弾「光影の二重奏」	フォロワー	SR	1	1	1	大神・光輝		"
自分の場のフォロワーが進化したとき、下記から1つチョイスする。【1】相手の場のフォロワー1体を選ぶ。それに2ダメージ。【2】自分のリーダーは体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-112
BP09-113	神罰	ニュートラル		ブースターパック第9弾「光影の二重奏」	スペル	SR	4			大神		"
クイック

相手の場のフォロワー1体を選ぶ。それを破壊する。自分の場にエボルヴフォロワーがいるなら、これをEXエリアに置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-113
BP09-114	混沌のヴァルキリー	ニュートラル		ブースターパック第9弾「光影の二重奏」	フォロワー	BR	3	3	3	堕天使・キラー		"
進化コスト1：これは進化する。

【突進】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-114
BP09-115	混沌のヴァルキリー	ニュートラル		ブースターパック第9弾「光影の二重奏」	フォロワー・エボルヴ	BR		5	5	堕天使・キラー		"
【守護】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-115
BP09-116	秩序のヴァルキリー	ニュートラル		ブースターパック第9弾「光影の二重奏」	フォロワー	BR	1	2	1	天使・光輝		"
ファンファーレコストX：これは攻撃力+X/体力+Xする。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-116
BP09-117	天使の泉	ニュートラル		ブースターパック第9弾「光影の二重奏」	アミュレット	BR	1			天使		"
ファンファーレ自分のデッキの上3枚を見る。その中から、天使・カードか堕天使・カード1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。

起動これをアクト墓場に置く：自分のリーダーは体力+1する。この能力は自分の場の天使・フォロワーや堕天使・フォロワーが2体以上なら使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-117
BP10-109	《世界》・ゼルガネイア	ニュートラル		ブースターパック第10弾「Gods of the Arcana」	フォロワー	LG	5	5	5	アルカナ・大神		"
ファンファーレ相手の場のフォロワー1体を選ぶ。自分の場に他のフォロワーがいないなら、それを破壊する。1枚引く。

ファンファーレ自分のリーダーの体力が10以下なら、自分のリーダーは体力+5する。

起動コスト10墓場のこれを消滅：自分のエボルヴデッキの『大いなる《世界》・ゼルガネイア』1枚をEXエリアに置いてよい。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP10-109
BP10-110	大いなる《世界》・ゼルガネイア	ニュートラル		ブースターパック第10弾「Gods of the Arcana」	フォロワー・アドバンス	LG	10	10	10	アルカナ・大神		"
自分のエンドフェイズが来たとき、これがEXエリアにあるなら、相手のリーダーすべてと相手の場のフォロワーすべてに4ダメージ。

ファンファーレ相手のリーダーすべてと相手の場のフォロワーすべてに10ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP10-110
BP10-111	星灯りの女神	ニュートラル		ブースターパック第10弾「Gods of the Arcana」	フォロワー	GR	3	3	3	アルカナ・光輝		"
進化コスト3：これは進化する。

【守護】

ファンファーレ手札のフォロワー1枚を公開：自分のデッキから「公開したフォロワーと同名のフォロワー」1枚を探し、EXエリアに置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP10-111
BP10-112	星灯りの女神	ニュートラル		ブースターパック第10弾「Gods of the Arcana」	フォロワー・エボルヴ	GR		5	5	アルカナ・光輝		"
【守護】

【進化時】墓場のフォロワー1枚を消滅：自分のデッキから「消滅させたフォロワーと同名のフォロワー」2枚まで探し、EXエリアに置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP10-112
BP10-113	天覇風神・フェイラン	ニュートラル		ブースターパック第10弾「Gods of the Arcana」	フォロワー	GR	4	2	2	大神		"
これをEXエリアからプレイする際、コストを-3する。

自分のエンドフェイズが来たとき、自分の場の他のフォロワーすべては攻撃力+1する。

ファンファーレ相手の場のフォロワー1体を選ぶ。それに4ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP10-113
BP10-114	フォーリンショット	ニュートラル		ブースターパック第10弾「Gods of the Arcana」	スペル	GR	1			堕天使		"
自分の墓場の天使・フォロワー1枚と相手の場のフォロワー1体を選ぶ。それのプレイヤーはそれをEXエリアに置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP10-114
BP10-115	片翼の反逆者	ニュートラル		ブースターパック第10弾「Gods of the Arcana」	フォロワー	SR	2	2	2	堕天使		"
進化コスト1：これは進化する。

ファンファーレ自分のデッキの上1枚を見る。その中から、天使・カードか堕天使・カード1枚を公開して手札に加えてよい。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP10-115
BP10-116	片翼の反逆者	ニュートラル		ブースターパック第10弾「Gods of the Arcana」	フォロワー・エボルヴ	SR		3	3	堕天使		"
【進化時】自分の場の天使・フォロワー1体か自分の場の他の堕天使・フォロワー1体を選ぶ。それは攻撃力+1/体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP10-116
BP10-117	マインドディバイダー	ニュートラル		ブースターパック第10弾「Gods of the Arcana」	フォロワー	SR	2	2	3	アルカナ・超克		"
ファンファーレ自分の場のフォロワーが4体以上なら、自分のデッキの上1枚をEXエリアに置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP10-117
BP10-118	エンジェルブレイク	ニュートラル		ブースターパック第10弾「Gods of the Arcana」	スペル	SR	6			天使		"
相手の場のフォロワー2体まで選ぶ。それを破壊する。自分の墓場に堕天使・カードがあるなら、自分のリーダーは体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP10-118
BP10-119	ピアッシングエンジェル	ニュートラル		ブースターパック第10弾「Gods of the Arcana」	フォロワー	BR	5	5	5	天使		"
進化コスト1：これは進化する。

ファンファーレ相手の場のフォロワー1体を選ぶ。それに3ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP10-119
BP10-120	ピアッシングエンジェル	ニュートラル		ブースターパック第10弾「Gods of the Arcana」	フォロワー・エボルヴ	BR		6	6	天使		"
【進化時】相手の場のフォロワー1体を選ぶ。それとそれのリーダーに3ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP10-120
BP10-121	コラプションガーディアン	ニュートラル		ブースターパック第10弾「Gods of the Arcana」	フォロワー	BR	5	3	6	堕天使		"
【守護】

ファンファーレ手札の天使・カードか堕天使・カード1枚を捨てる：自分のリーダーは体力+3する。1枚引く。自分のPPを2回復する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP10-121
BP10-122	ウィングメッセンジャー	ニュートラル		ブースターパック第10弾「Gods of the Arcana」	フォロワー	BR	2	3	2	傭兵		"
【攻撃時】1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP10-122
BP11-103	均衡の刃・シルヴィア	ニュートラル		ブースターパック第11弾「宿命の弾丸」	フォロワー	LG	2	2	2	超克		"
ファンファーレこれは進化する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-103
BP11-104	均衡の刃・シルヴィア	ニュートラル		ブースターパック第11弾「宿命の弾丸」	フォロワー・エボルヴ	LG		3	3	超克		"
【進化時】相手の場のフォロワー1体を選ぶ。自分のエボルヴデッキの表向きのエボルヴフォロワーが5枚以上なら、それに5ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-104
