cardno	name	class	title	expansion	kind	rarity	cost	power	hp	type	keywords	ability	illustrator	image_url	url
BP05-023	天威の剣士	ロイヤル		ブースターパック第5弾「永劫なる絶傑」	フォロワー	GR	5	5	4	指揮官		"
自分のエンドフェイズが来たとき、相手の場のフォロワー1体を選ぶ。それに4ダメージ。それのリーダーに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-023
BP05-024	逆境への対処	ロイヤル		ブースターパック第5弾「永劫なる絶傑」	スペル	GR	2			兵士		"
『シールドガーディアン』1体と『ナイト』1体を出す。相手の場に元のコスト6以上のフォロワーがいるなら、その『シールドガーディアン』と『ナイト』は攻撃力+3/体力+3する。自分のPPを2回復する。

―――――――――――――――

『シールドガーディアン』ロイヤル兵士・フォロワーコスト1攻撃力1/体力1【守護】

『ナイト』ロイヤル兵士・フォロワーコスト1攻撃力1/体力1
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-024
BP05-025	簒奪の信者	ロイヤル		ブースターパック第5弾「永劫なる絶傑」	フォロワー	SR	3	3	2	絶傑・盗賊		"
【疾走】

【攻撃時】相手のデッキの上1枚を墓場に置く。その後、相手の墓場が10枚以上なら、これは攻撃力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-025
BP05-026	熱狂の機兵士	ロイヤル		ブースターパック第5弾「永劫なる絶傑」	フォロワー	SR	3	3	4	兵士・超克		"
ファンファーレ手札の指揮官・カード1枚を捨てる：自分のデッキから指揮官・カード1枚を探し、手札に加える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-026
BP05-027	機構職人・ジノ	ロイヤル		ブースターパック第5弾「永劫なる絶傑」	フォロワー	SR	2	2	2	指揮官・超克		"
進化コスト1：これは進化する。

自分がアミュレットをプレイしたとき、自分の場のフォロワー1体を選ぶ。それは体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-027
BP05-028	機構職人・ジノ	ロイヤル		ブースターパック第5弾「永劫なる絶傑」	フォロワー・エボルヴ	SR		3	3	指揮官・超克		"
自分がアミュレットをプレイしたとき、自分の場のフォロワー1体を選ぶ。それは体力+1する。

【進化時】自分のデッキからアミュレット1枚を探し、手札に加える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-028
BP05-029	簒奪の従者	ロイヤル		ブースターパック第5弾「永劫なる絶傑」	フォロワー	BR	1	1	2	絶傑・盗賊		"
自分のターン中、相手のデッキ1枚が墓場に置かれたとき、これは攻撃力+1する。

ファンファーレ相手のデッキの上1枚を墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-029
BP05-030	キャプテン・メテオ	ロイヤル		ブースターパック第5弾「永劫なる絶傑」	フォロワー	BR	8	7	7	指揮官		"
進化コスト1：これは進化する。

ファンファーレ相手のリーダー1人を選ぶ。それに4ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-030
BP05-031	キャプテン・メテオ	ロイヤル		ブースターパック第5弾「永劫なる絶傑」	フォロワー・エボルヴ	BR		8	8	指揮官		"
【進化時】相手の場のフォロワー1体を選ぶ。それを破壊する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-031
BP05-032	重力戦士	ロイヤル		ブースターパック第5弾「永劫なる絶傑」	フォロワー	BR	4	4	4	兵士・超克		"
ファンファーレ自分の場のトークン・フォロワー1体を選ぶ。それは攻撃力+2/体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-032
BP05-033	簒奪の蛇剣	ロイヤル		ブースターパック第5弾「永劫なる絶傑」	スペル	BR	2			絶傑・盗賊		"
クイック

相手の場のフォロワー1体を選ぶ。それに3ダメージ。相手のデッキの上1枚を墓場に置く。その後、相手の墓場が10枚以上なら、さらに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-033
BP05-034	アヴァリティア	ロイヤル		ブースターパック第5弾「永劫なる絶傑」	スペル	BR	1			絶傑・盗賊		"
自分のデッキの上4枚を見る。その中から、盗賊・カード1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。『簒奪の絶傑・オクトリス』を公開したなら、これを手札に戻す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-034
BP05-LD02	雷迅卿・アルベール	ロイヤル		ブースターパック第5弾「永劫なる絶傑」	リーダー	-				-					https://shadowverse-evolve.com/cardlist/?cardno=BP05-LD02
BP06-018	無敗の剣聖・カゲミツ	ロイヤル		ブースターパック第6弾「絶対なる覇者」	フォロワー	LG	1	1	1	挑戦者・兵士		"
【突進】

ファンファーレこれは攻撃力+X/体力+Xする。Xは「自分のエボルヴデッキの表向きのエボルヴフォロワーの枚数」である。Xが3以上なら、これは【指定攻撃】を持つ。Xが7以上なら、これは「【攻撃時】これをスタンドする。この能力は1ターンに1回働く」を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-018
BP06-019	音速の機構・ララミア	ロイヤル		ブースターパック第6弾「絶対なる覇者」	フォロワー	LG	2	3	2	兵士・超克		"
進化コスト3：これは進化する。

これの進化コストは「自分の場の他のフォロワーの数」と同じだけ-1する。

【突進】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-019
BP06-020	音速の機構・ララミア	ロイヤル		ブースターパック第6弾「絶対なる覇者」	フォロワー・エボルヴ	LG		4	3	兵士・超克		"
【疾走】

【進化時】コスト3：これは攻撃力+X/体力+Xする。Xは「自分の場の他のフォロワーの数」である。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-020
BP06-021	ペインレスサムライ	ロイヤル		ブースターパック第6弾「絶対なる覇者」	フォロワー	GR	1	1	1	兵士		"
これは交戦ダメージを受けない。

起動コスト2：これは攻撃力+1/体力+1して、【突進】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-021
BP06-022	古の英雄	ロイヤル		ブースターパック第6弾「絶対なる覇者」	フォロワー	GR	7	6	10	兵士		"
進化コスト1：これは進化する。

【突進】【オーラ】

これは能力によって破壊されず、消滅しない。（交戦か能力によるダメージでは破壊される）
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-022
BP06-023	古の英雄	ロイヤル		ブースターパック第6弾「絶対なる覇者」	フォロワー・エボルヴ	GR		7	11	兵士		"
【オーラ】

これは能力によって破壊されず、消滅しない。

【進化時】相手の場のフォロワー1体を選ぶ。それを破壊する。それが元のコスト6以上なら、代わりに消滅させる。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-023
BP06-024	貴族の舞踏	ロイヤル		ブースターパック第6弾「絶対なる覇者」	スペル	GR	6			貴族・ダンサー		"
自分のデッキの上5枚を見る。その中から、元のコスト3以下のロイヤルフォロワーを元のコストの合計が7以下になるように好きな枚数場に出してよい。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-024
BP06-025	秘伝の抜刀者	ロイヤル		ブースターパック第6弾「絶対なる覇者」	フォロワー	SR	3	3	3	兵士		"
進化コスト1：これは進化する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-025
BP06-026	秘伝の抜刀者	ロイヤル		ブースターパック第6弾「絶対なる覇者」	フォロワー・エボルヴ	SR		4	4	兵士		"
【進化時】手札1枚を捨てる：相手の場のフォロワー1体を選ぶ。それに5ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-026
BP06-027	デュアルブレイダー	ロイヤル		ブースターパック第6弾「絶対なる覇者」	フォロワー	SR	2	1	3	兵士		"
【攻撃時】これをスタンドする。この能力は1ターンに1回働く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-027
BP06-028	鮮やかな奪取	ロイヤル		ブースターパック第6弾「絶対なる覇者」	スペル	SR	1			盗賊		"
クイック

相手のデッキの上3枚を墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-028
BP06-029	無頼の野武士	ロイヤル		ブースターパック第6弾「絶対なる覇者」	フォロワー	BR	2	3	2	兵士		"
進化コスト4：これは進化する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-029
BP06-030	無頼の野武士	ロイヤル		ブースターパック第6弾「絶対なる覇者」	フォロワー・エボルヴ	BR		6	5	兵士					https://shadowverse-evolve.com/cardlist/?cardno=BP06-030
BP06-031	シーフガール	ロイヤル		ブースターパック第6弾「絶対なる覇者」	フォロワー	BR	2	3	2	盗賊		"
ファンファーレ下記から1つチョイスする。【1】相手のデッキの上1枚を墓場に置く。【2】1枚引く。自分の手札1枚を捨てる。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-031
BP06-032	ブルームキャバリエ	ロイヤル		ブースターパック第6弾「絶対なる覇者」	フォロワー	BR	6	5	5	指揮官・貴族		"
ファンファーレ相手の場のフォロワー1体を選ぶ。それを破壊する。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-032
BP06-033	レヴィオンの探索者	ロイヤル		ブースターパック第6弾「絶対なる覇者」	フォロワー	BR	3	3	3	兵士・レヴィオン		"
ファンファーレ自分のデッキからレヴィオン・フォロワー1枚を探し、手札に加える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-033
BP06-034	居合の真髄	ロイヤル		ブースターパック第6弾「絶対なる覇者」	スペル	BR	2			兵士		"
場のロイヤルフォロワー1体をアクト：相手の場のフォロワー1体を選ぶ。それを破壊する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-034
BP07-018	王たる光・ベイリオン	ロイヤル		ブースターパック第7弾「森羅鋼鉄」	フォロワー	LG	3	3	3	自然・指揮官・獣		"
進化コスト1：これは進化する。

【守護】

ファンファーレ『ナテラの大樹』1枚を場かEXエリアに置いてよい。

―――――――――――――――

『ナテラの大樹』ニュートラル自然・アミュレットコスト1これが場を離れたとき、1枚引く。自分の手札1枚を捨てる。起動コスト1：これを墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-018
BP07-019	王たる光・ベイリオン	ロイヤル		ブースターパック第7弾「森羅鋼鉄」	フォロワー・エボルヴ	LG		4	4	自然・指揮官・獣		"
【守護】

【進化時】自分のデッキの上4枚を見る。その中から、自然・カード2枚までEXエリアに置いてよい。残りを好きな順にデッキの下に置く。

起動場の『ナテラの大樹』2つを消滅：自分の場の自然・フォロワー1体を選ぶ。それは攻撃力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-019
BP07-020	森の姫・ミストリナ	ロイヤル		ブースターパック第7弾「森羅鋼鉄」	フォロワー	LG	6	4	6	自然・指揮官・プリンセス		"
【疾走】

ファンファーレ自分の墓場の『輝ける剣撃』1枚を選ぶ。それのコストを0にしてプレイする。

起動場の『ナテラの大樹』2つをアクト：これは攻撃力+3する。自分のリーダーは体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-020
BP07-021	妖刀の鬼・ツバキ	ロイヤル		ブースターパック第7弾「森羅鋼鉄」	フォロワー	GR	3	4	3	暗殺者・忍者		"
自分の墓場にロイヤルフォロワーが10枚以上ある限り、これは【疾走】を持つ。

ファンファーレ自分の墓場のロイヤルフォロワーが5枚以上なら、相手の場のフォロワー1体を選ぶ。それを破壊する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-021
BP07-022	月の刃・リオード	ロイヤル		ブースターパック第7弾「森羅鋼鉄」	フォロワー	GR	2	1	3	暗殺者		"
進化コスト2：これは進化する。

これがスタンド状態である限り、これは【威圧】【オーラ】を持つ。

自分のエンドフェイズが来たとき、相手の場のフォロワー1体を選ぶ。それに1ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-022
BP07-023	月の刃・リオード	ロイヤル		ブースターパック第7弾「森羅鋼鉄」	フォロワー・エボルヴ	GR		2	4	暗殺者		"
これがスタンド状態である限り、これは【威圧】【オーラ】を持つ。

自分のエンドフェイズが来たとき、相手の場のフォロワー1体を選ぶ。それに1ダメージ。

【進化時】相手のリーダー1人か相手の場のフォロワー1体を選ぶ。それに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-023
BP07-024	王の一閃	ロイヤル		ブースターパック第7弾「森羅鋼鉄」	スペル	GR	3			自然・指揮官・獣		"
これをプレイする際、場の『ナテラの大樹』2つをアクト：コストを-2する。

これをプレイする際、自分の場に『王たる光・ベイリオン』がいるなら、コストを-1する。

相手の場のフォロワー1体を選ぶ。それに4ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-024
BP07-025	ハーゲルベルグの雷槌・トロイア	ロイヤル		ブースターパック第7弾「森羅鋼鉄」	フォロワー	SR	3	2	2	兵士・暗殺者		"
進化コスト1：これは進化する。

【必殺】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-025
BP07-026	ハーゲルベルグの雷槌・トロイア	ロイヤル		ブースターパック第7弾「森羅鋼鉄」	フォロワー・エボルヴ	SR		3	3	兵士・暗殺者		"
【必殺】

【進化時】相手の場のフォロワー1体を選ぶ。それに2ダメージ。自分の墓場の暗殺者・フォロワーが2枚以上なら、代わりに破壊する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-026
BP07-027	必中の狙撃士・ワルツ	ロイヤル		ブースターパック第7弾「森羅鋼鉄」	フォロワー	SR	2	2	3	兵士		"
起動コスト1これをアクト：相手のリーダー1人か相手の場のフォロワー1体を選ぶ。それに「これの攻撃力」と同じダメージ。

起動コスト3これをアクト：相手の場のアミュレット1つを選ぶ。それを消滅させる。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-027
BP07-028	輝ける剣撃	ロイヤル		ブースターパック第7弾「森羅鋼鉄」	スペル	SR	1			自然・指揮官・プリンセス		"
クイック

相手の場のフォロワー1体を選ぶ。それに2ダメージ。自分の場に『森の姫・ミストリナ』がいるなら、代わりに6ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-028
BP07-029	躍動する獣戦士	ロイヤル		ブースターパック第7弾「森羅鋼鉄」	フォロワー	BR	3	4	3	自然・兵士・獣		"
ファンファーレ場の『ナテラの大樹』1つをアクト：これは【疾走】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-029
BP07-030	ハルバードウルフ	ロイヤル		ブースターパック第7弾「森羅鋼鉄」	フォロワー	BR	2	2	3	自然・兵士・獣		"
ファンファーレ『ナテラの大樹』1枚を場かEXエリアに置いてよい。

起動これをアクト場の『ナテラの大樹』を好きな枚数アクト：相手の場のフォロワー1体を選ぶ。それに「アクトした『ナテラの大樹』の枚数」と同じダメージ。

―――――――――――――――

『ナテラの大樹』ニュートラル自然・アミュレットコスト1これが場を離れたとき、1枚引く。自分の手札1枚を捨てる。起動コスト1：これを墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-030
BP07-031	不屈の司令官	ロイヤル		ブースターパック第7弾「森羅鋼鉄」	フォロワー	BR	2	2	3	指揮官		"
進化コスト1：これは進化する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-031
BP07-032	不屈の司令官	ロイヤル		ブースターパック第7弾「森羅鋼鉄」	フォロワー・エボルヴ	BR		3	4	指揮官		"
ラストワードこれをEXエリアに置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-032
BP07-033	ブレイブ・マナ	ロイヤル		ブースターパック第7弾「森羅鋼鉄」	スペル	BR	1			自然		"
『ナテラの大樹』1つを出す。『ナテラの大樹』1枚をEXエリアに置く。

―――――――――――――――

『ナテラの大樹』ニュートラル自然・アミュレットコスト1これが場を離れたとき、1枚引く。自分の手札1枚を捨てる。起動コスト1：これを墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-033
BP07-034	思わぬ躓き	ロイヤル		ブースターパック第7弾「森羅鋼鉄」	スペル	BR	1			兵士・メイド		"
これを自分の手札から捨てたとき、相手の場のフォロワー1体を選ぶ。それをアクトする。

----------

相手の場のフォロワー1体を選ぶ。それをアクトする。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP07-034
BP08-018	白翼の戦神・アイテール	ロイヤル		ブースターパック第8弾「次元混沌」	フォロワー	LG	3	2	3	指揮官・光輝		"
自分のエンドフェイズが来たとき、自分の墓場のロイヤルフォロワーが7枚以上なら、自分の場のフォロワーすべては攻撃力+1/体力+1する。

ファンファーレ自分のデッキから指揮官・カードか兵士・カード1枚を探し、手札に加える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-018
BP08-019	舞い踊る刃・ディオネ	ロイヤル		ブースターパック第8弾「次元混沌」	フォロワー	LG	3	3	3	兵士・ダンサー		"
進化コスト6：これは進化する。

【疾走】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-019
BP08-020	舞い踊る刃・ディオネ	ロイヤル		ブースターパック第8弾「次元混沌」	フォロワー・エボルヴ	LG		3	3	兵士・ダンサー		"
【疾走】

【攻撃時】これをスタンドする。この能力は1ターンに2回働く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-020
BP08-021	不滅の英雄・ローラン	ロイヤル		ブースターパック第8弾「次元混沌」	フォロワー	GR	4	3	4	指揮官		"
進化コスト1：これは進化する。

【守護】

ファンファーレ下記から1つチョイスする。【1】自分のデッキから『不滅の聖剣・デュランダル』1枚を探し、手札に加える。【2】自分の手札の『不滅の聖剣・デュランダル』1枚を場に出してよい。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-021
BP08-022	不滅の英雄・ローラン	ロイヤル		ブースターパック第8弾「次元混沌」	フォロワー・エボルヴ	GR		4	5	指揮官		"
【守護】

自分のエンドフェイズが来たとき、自分のリーダーは体力+3する。自分の場に『不滅の聖剣・デュランダル』があるなら、1枚引く。

【進化時】自分の場のアミュレットすべてをスタンドする。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-022
BP08-023	紫電の黒豹	ロイヤル		ブースターパック第8弾「次元混沌」	フォロワー	GR	4	4	3	指揮官・獣		"
【突進】

ファンファーレ自分の墓場の元のコスト2以下のロイヤルフォロワー1枚を選ぶ。それを場に出す。それは攻撃力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-023
BP08-024	不滅の聖剣・デュランダル	ロイヤル		ブースターパック第8弾「次元混沌」	アミュレット	GR	3			指揮官		"
起動これをアクト：下記から1つチョイスする。【1】自分の場のフォロワー1体を選ぶ。それは攻撃力+1する。【2】自分の場のフォロワー1体を選ぶ。それは体力+1する。【3】自分の場のフォロワー1体を選ぶ。このターンと次の相手のターン中、それは「これが受ける4以上のダメージを3にする」を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-024
BP08-025	ミストデューク・アゾード	ロイヤル		ブースターパック第8弾「次元混沌」	フォロワー	SR	4	3	4	指揮官・貴族		"
進化コスト3：これは進化する。

【守護】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-025
BP08-026	ミストデューク・アゾード	ロイヤル		ブースターパック第8弾「次元混沌」	フォロワー・エボルヴ	SR		4	5	指揮官・貴族		"
【守護】

【進化時】自分の墓場の元のコスト2以下のロイヤルフォロワー2枚まで選ぶ。それを場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-026
BP08-027	狂槍のケンタウロス	ロイヤル		ブースターパック第8弾「次元混沌」	フォロワー	SR	7	5	5	兵士・獣		"
【突進】

【攻撃時】相手の場のフォロワー1体を選ぶ。それに4ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-027
BP08-028	簒奪の舞	ロイヤル		ブースターパック第8弾「次元混沌」	スペル	SR	4			絶傑・盗賊		"
相手の場のフォロワーを好きな枚数選ぶ。それに4ダメージを割りふる。相手の墓場が10枚以上なら、代わりに8ダメージ。相手の墓場が20枚以上なら、相手のリーダーすべてに8ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-028
BP08-029	ファントムアサシン	ロイヤル		ブースターパック第8弾「次元混沌」	フォロワー	BR	1	2	2	暗殺者		"
ファンファーレ自分の墓場の暗殺者・フォロワーが2枚以上なら、これは攻撃力+1/体力+1して、【必殺】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-029
BP08-030	簒奪の狂信者	ロイヤル		ブースターパック第8弾「次元混沌」	フォロワー	BR	2	3	2	絶傑・盗賊・キラー		"
【突進】

ファンファーレ相手のデッキの上1枚を墓場に置く。その後、相手の墓場が10枚以上なら、自分のデッキの上1枚をEXエリアに置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-030
BP08-031	ウォードッグ	ロイヤル		ブースターパック第8弾「次元混沌」	フォロワー	BR	2	3	2	兵士・獣		"
ファンファーレ自分の場に指揮官・カードがあるなら、相手のリーダーすべてに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-031
BP08-032	魔銃の傭兵	ロイヤル		ブースターパック第8弾「次元混沌」	フォロワー	BR	5	5	4	傭兵・超克		"
進化コスト2：これは進化する。

進化コスト0：これは進化する。この能力は自分の場に指揮官・カードがあるなら使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-032
BP08-033	魔銃の傭兵	ロイヤル		ブースターパック第8弾「次元混沌」	フォロワー・エボルヴ	BR		6	5	傭兵・超克		"
【進化時】相手の場のフォロワー1体を選ぶ。それに6ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-033
BP08-034	神速の歩法	ロイヤル		ブースターパック第8弾「次元混沌」	スペル	BR	2			兵士		"
自分の場のフォロワー1体を選ぶ。それは攻撃力+3/体力+2して、【突進】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP08-034
BP08-LD02	ムーンマーラの姫・メルナ	ロイヤル		ブースターパック第8弾「次元混沌」	リーダー	-				-					https://shadowverse-evolve.com/cardlist/?cardno=BP08-LD02
BP09-018	空の指揮官・セリア	ロイヤル		ブースターパック第9弾「光影の二重奏」	フォロワー	LG	1	2	2	指揮官		"
進化コスト1：これは『希望の戦術家・セリア』に進化する。

進化コスト4：これは『絶望の使者・セリア』に進化する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-018
BP09-019	希望の戦術家・セリア	ロイヤル		ブースターパック第9弾「光影の二重奏」	フォロワー・エボルヴ	LG		2	2	指揮官・光輝 / 指揮官・キラー		"
【進化時】『シールドガーディアン』1体を出す。

―――――――――――――――

『シールドガーディアン』ロイヤル兵士・フォロワーコスト1攻撃力1/体力1【守護】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-019
BP09-020	スパルタクス	ロイヤル		ブースターパック第9弾「光影の二重奏」	フォロワー	LG	5	4	6	指揮官		"
【守護】

自分のエンドフェイズが来たとき、自分の手札を好きな枚数捨てる。X枚引く。Xは「これによって捨てた手札の枚数+1」である。その後、自分のデッキが1枚以下なら、自分はこのバトルに勝利する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-020
BP09-021	イノセントプリンセス・プリム	ロイヤル		ブースターパック第9弾「光影の二重奏」	フォロワー	GR	2	1	1	指揮官・プリンセス		"
進化コスト1：これは進化する。

ファンファーレ『ナイト』1体を出す。

―――――――――――――――

『ナイト』ロイヤル兵士・フォロワーコスト1攻撃力1/体力1
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-021
BP09-022	イノセントプリンセス・プリム	ロイヤル		ブースターパック第9弾「光影の二重奏」	フォロワー・エボルヴ	GR		2	2	指揮官・プリンセス		"
【進化時】自分のデッキから『静かなるメイド・ノーニャ』1枚を探し、手札に加える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-022
BP09-023	静かなるメイド・ノーニャ	ロイヤル		ブースターパック第9弾「光影の二重奏」	フォロワー	GR	3	4	4	兵士・メイド		"
これをプレイする際、自分の場に『イノセントプリンセス・プリム』がいるなら、コストを-1する。

ファンファーレ2枚引く。自分の手札2枚を捨てる。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-023
BP09-024	白と黒の決闘	ロイヤル		ブースターパック第9弾「光影の二重奏」	スペル	GR	5			指揮官・童話		"
起動コスト2墓場のこれを消滅：自分の場の『ナイト』すべては攻撃力+1して、【疾走】を持つ。

----------

自分のデッキから『白の王・イメラ』1枚と『黒の女王・マグナス』1枚を探し、場に出す。それは攻撃力+1/体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-024
BP09-025	悪魔伯爵・ダリオ	ロイヤル		ブースターパック第9弾「光影の二重奏」	フォロワー	SR	4	4	4	指揮官・貴族		"
進化コスト1：これは進化する。

【指定攻撃】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-025
BP09-026	悪魔伯爵・ダリオ	ロイヤル		ブースターパック第9弾「光影の二重奏」	フォロワー・エボルヴ	SR		5	5	指揮官・貴族		"
【指定攻撃】

自分のターン中、相手のフォロワーが場から墓場に置かれたとき、これは攻撃力+1/体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-026
BP09-027	白の王・イメラ	ロイヤル		ブースターパック第9弾「光影の二重奏」	フォロワー	SR	3	4	3	指揮官・童話・光輝		"
【突進】

【攻撃時】『ナイト』1枚をEXエリアに置く。

ファンファーレ『ナイト』1体を出す。自分の場に『黒の女王・マグナス』がいるなら、代わりに2体。

―――――――――――――――

『ナイト』ロイヤル兵士・フォロワーコスト1攻撃力1/体力1
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-027
BP09-028	黒の女王・マグナス	ロイヤル		ブースターパック第9弾「光影の二重奏」	フォロワー	SR	2	2	2	指揮官・童話・キラー		"
これがいる限り、自分の場の『白の王・イメラ』すべては【指定攻撃】を持つ。

起動これをアクト：自分の場の他のロイヤルフォロワー2体まで選ぶ。それは攻撃力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-028
BP09-029	アックスプリンセス	ロイヤル		ブースターパック第9弾「光影の二重奏」	フォロワー	BR	1	2	2	指揮官・プリンセス		"
進化コスト4：これは進化する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-029
BP09-030	アックスプリンセス	ロイヤル		ブースターパック第9弾「光影の二重奏」	フォロワー・エボルヴ	BR		4	4	指揮官・プリンセス		"
【進化時】相手の場のフォロワー1体を選ぶ。それに4ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-030
BP09-031	マスターサムライ	ロイヤル		ブースターパック第9弾「光影の二重奏」	フォロワー	BR	3	2	4	兵士		"
【突進】

ファンファーレ相手の場のフォロワー1体を選ぶ。それに「これの攻撃力」と同じダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-031
BP09-032	粗暴な豪剣士	ロイヤル		ブースターパック第9弾「光影の二重奏」	フォロワー	BR	1	2	2	兵士		"
ファンファーレ自分の場にトークン・フォロワーがいるなら、これは攻撃力+1/体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-032
BP09-033	大商人	ロイヤル		ブースターパック第9弾「光影の二重奏」	フォロワー	BR	5	3	3	貴族・商人		"
ファンファーレ手札3枚を捨てる：3枚引く。自分のPPを2回復する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-033
BP09-034	前線の城壁	ロイヤル		ブースターパック第9弾「光影の二重奏」	アミュレット	BR	2			兵士		"
Q起動これをアクト墓場に置く：相手の場のフォロワー1体を選ぶ。それに3ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-034
BP09-LD01	新たなる門出・モモ	ロイヤル		ブースターパック第9弾「光影の二重奏」	リーダー	-				-					https://shadowverse-evolve.com/cardlist/?cardno=BP09-LD01
